詞	詞頻	注音	分類
品牌管理	12	ㄆㄧㄣˇ ㄆㄞˊ ㄍㄨㄢˇ ㄌㄧˇ	商業
品牌規劃	12	ㄆㄧㄣˇ ㄆㄞˊ ㄍㄨㄟ ㄏㄨㄚˋ	商業
品牌識別	11	ㄆㄧㄣˇ ㄆㄞˊ ㄕˋ ㄅㄧㄝˊ	商業
品牌預測	11	ㄆㄧㄣˇ ㄆㄞˊ ㄩˋ ㄘㄜˋ	商業
員工敬業度	5	ㄩㄢˊ ㄍㄨㄥ ㄐㄧㄥˋ ㄧㄝˋ ㄉㄨˋ	商業
員工體驗	12	ㄩㄢˊ ㄍㄨㄥ ㄊㄧˇ ㄧㄢˋ	商業
商業模式	13	ㄕㄤ ㄧㄝˋ ㄇㄛˊ ㄕˋ	商業
回顧會議	11	ㄏㄨㄟˊ ㄍㄨˋ ㄏㄨㄟˋ ㄧˋ	商業
基準計畫	12	ㄐㄧ ㄓㄨㄣˇ ㄐㄧˋ ㄏㄨㄚˋ	商業
安全庫存	12	ㄢ ㄑㄩㄢˊ ㄎㄨˋ ㄘㄨㄣˊ	商業
安索夫矩陣	5	ㄢ ㄙㄨㄛˇ ㄈㄨ ㄐㄩˇ ㄓㄣˋ	商業
定價	8	ㄉㄧㄥˋ ㄐㄧㄚˋ	商業
定價優化	11	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄧㄡ ㄏㄨㄚˋ	商業
定價分析	12	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄈㄣ ㄒㄧ	商業
定價策略	11	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄘㄜˋ ㄌㄩㄝˋ	商業
定價管理	12	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄍㄨㄢˇ ㄌㄧˇ	商業
定價規劃	12	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄍㄨㄟ ㄏㄨㄚˋ	商業
定價預測	11	ㄉㄧㄥˋ ㄐㄧㄚˋ ㄩˋ ㄘㄜˋ	商業
客單價	17	ㄎㄜˋ ㄉㄢ ㄐㄧㄚˋ	商業
客單價分析	6	ㄎㄜˋ ㄉㄢ ㄐㄧㄚˋ ㄈㄣ ㄒㄧ	商業
客單價目標	5	ㄎㄜˋ ㄉㄢ ㄐㄧㄚˋ ㄇㄨˋ ㄅㄧㄠ	商業
客單價趨勢	5	ㄎㄜˋ ㄉㄢ ㄐㄧㄚˋ ㄑㄩ ㄕˋ	商業
客單價預測	5	ㄎㄜˋ ㄉㄢ ㄐㄧㄚˋ ㄩˋ ㄘㄜˋ	商業
客戶	17	ㄎㄜˋ ㄏㄨˋ	商業
客戶優化	11	ㄎㄜˋ ㄏㄨˋ ㄧㄡ ㄏㄨㄚˋ	商業
客戶分析	12	ㄎㄜˋ ㄏㄨˋ ㄈㄣ ㄒㄧ	商業
客戶區隔	11	ㄎㄜˋ ㄏㄨˋ ㄑㄩ ㄍㄜˊ	商業
客戶成功	11	ㄎㄜˋ ㄏㄨˋ ㄔㄥˊ ㄍㄨㄥ	商業
客戶流失率	4	ㄎㄜˋ ㄏㄨˋ ㄌㄧㄡˊ ㄕ ㄌㄩˋ	商業
客戶留存率	4	ㄎㄜˋ ㄏㄨˋ ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ	商業
客戶策略	11	ㄎㄜˋ ㄏㄨˋ ㄘㄜˋ ㄌㄩㄝˋ	商業
客戶管理	12	ㄎㄜˋ ㄏㄨˋ ㄍㄨㄢˇ ㄌㄧˇ	商業
客戶規劃	12	ㄎㄜˋ ㄏㄨˋ ㄍㄨㄟ ㄏㄨㄚˋ	商業
審計委員會	4	ㄕㄣˇ ㄐㄧˋ ㄨㄟˇ ㄩㄢˊ ㄏㄨㄟˋ	商業
專案	14	ㄓㄨㄢ ㄢˋ	商業
工作	15	ㄍㄨㄥ ㄗㄨㄛˋ	商業
市占率	16	ㄕˋ ㄓㄢˋ ㄌㄩˋ	商業
市占率分析	5	ㄕˋ ㄓㄢˋ ㄌㄩˋ ㄈㄣ ㄒㄧ	商業
市占率目標	4	ㄕˋ ㄓㄢˋ ㄌㄩˋ ㄇㄨˋ ㄅㄧㄠ	商業
市占率趨勢	4	ㄕˋ ㄓㄢˋ ㄌㄩˋ ㄑㄩ ㄕˋ	商業
市占率預測	4	ㄕˋ ㄓㄢˋ ㄌㄩˋ ㄩˋ ㄘㄜˋ	商業
市場	18	ㄕˋ ㄔㄤˇ	商業
市場契合	12	ㄕˋ ㄔㄤˇ ㄑㄧˋ ㄏㄜˊ	商業
市場滲透率	5	ㄕˋ ㄔㄤˇ ㄕㄣˋ ㄊㄡˋ ㄌㄩˋ	商業
市場集中度	5	ㄕˋ ㄔㄤˇ ㄐㄧˊ ㄓㄨㄥ ㄉㄨˋ	商業
平衡計分卡	4	ㄆㄧㄥˊ ㄏㄥˊ ㄐㄧˋ ㄈㄣ ㄎㄚˇ	商業
庫存	14	ㄎㄨˋ ㄘㄨㄣˊ	商業
庫存週轉率	10	ㄎㄨˋ ㄘㄨㄣˊ ㄓㄡ ㄓㄨㄢˇ ㄌㄩˋ	商業
影響者行銷	5	ㄧㄥˇ ㄒㄧㄤˇ ㄓㄜˇ ㄒㄧㄥˊ ㄒㄧㄠ	商業
成本	15	ㄔㄥˊ ㄅㄣˇ	商業
成長率	15	ㄔㄥˊ ㄓㄤˇ ㄌㄩˋ	商業
採購	14	ㄘㄞˇ ㄍㄡˋ	商業
接班人計畫	5	ㄐㄧㄝ ㄅㄢ ㄖㄣˊ ㄐㄧˋ ㄏㄨㄚˋ	商業
揭露	13	ㄐㄧㄝ ㄌㄡˋ	商業
搜尋引擎	12	ㄙㄡ ㄒㄩㄣˊ ㄧㄣˇ ㄑㄧㄥˊ	商業
敏捷	12	ㄇㄧㄣˇ ㄐㄧㄝˊ	商業
新產品開發	4	ㄒㄧㄣ ㄔㄢˇ ㄆㄧㄣˇ ㄎㄞ ㄈㄚ	商業
最佳化	11	ㄗㄨㄟˋ ㄐㄧㄚ ㄏㄨㄚˋ	商業
最小	12	ㄗㄨㄟˋ ㄒㄧㄠˇ	商業
毛利成長率	4	ㄇㄠˊ ㄌㄧˋ ㄔㄥˊ ㄓㄤˇ ㄌㄩˋ	商業
毛利達成率	4	ㄇㄠˊ ㄌㄧˋ ㄉㄚˊ ㄔㄥˊ ㄌㄩˋ	商業
氣候	13	ㄑㄧˋ ㄏㄡˋ	商業
永續報告書	4	ㄩㄥˇ ㄒㄩˋ ㄅㄠˋ ㄍㄠˋ ㄕㄨ	商業
治理	14	ㄓˋ ㄌㄧˇ	商業
波士頓矩陣	4	ㄅㄛ ㄕˋ ㄉㄨㄣˋ ㄐㄩˇ ㄓㄣˋ	商業
流失率	16	ㄌㄧㄡˊ ㄕ ㄌㄩˋ	商業
流失率分析	5	ㄌㄧㄡˊ ㄕ ㄌㄩˋ ㄈㄣ ㄒㄧ	商業
流失率目標	4	ㄌㄧㄡˊ ㄕ ㄌㄩˋ ㄇㄨˋ ㄅㄧㄠ	商業
流失率趨勢	4	ㄌㄧㄡˊ ㄕ ㄌㄩˋ ㄑㄩ ㄕˋ	商業
流失率預測	4	ㄌㄧㄡˊ ㄕ ㄌㄩˋ ㄩˋ ㄘㄜˋ	商業
流程改善	19	ㄌㄧㄡˊ ㄔㄥˊ ㄍㄞˇ ㄕㄢˋ	商業
淨利成長率	4	ㄐㄧㄥˋ ㄌㄧˋ ㄔㄥˊ ㄓㄤˇ ㄌㄩˋ	商業
淨利達成率	4	ㄐㄧㄥˋ ㄌㄧˋ ㄉㄚˊ ㄔㄥˊ ㄌㄩˋ	商業
營收成長率	4	ㄧㄥˊ ㄕㄡ ㄔㄥˊ ㄓㄤˇ ㄌㄩˋ	商業
營收達成率	4	ㄧㄥˊ ㄕㄡ ㄉㄚˊ ㄔㄥˊ ㄌㄩˋ	商業
營業利益	10	ㄧㄥˊ ㄧㄝˋ ㄌㄧˋ ㄧˋ	商業
營運	8	ㄧㄥˊ ㄩㄣˋ	商業
現金流	16	ㄒㄧㄢˋ ㄐㄧㄣ ㄌㄧㄡˊ	商業
現金流分析	5	ㄒㄧㄢˋ ㄐㄧㄣ ㄌㄧㄡˊ ㄈㄣ ㄒㄧ	商業
現金流目標	4	ㄒㄧㄢˋ ㄐㄧㄣ ㄌㄧㄡˊ ㄇㄨˋ ㄅㄧㄠ	商業
現金流趨勢	4	ㄒㄧㄢˋ ㄐㄧㄣ ㄌㄧㄡˊ ㄑㄩ ㄕˋ	商業
現金流預測	4	ㄒㄧㄢˋ ㄐㄧㄣ ㄌㄧㄡˊ ㄩˋ ㄘㄜˋ	商業
環境	15	ㄏㄨㄢˊ ㄐㄧㄥˋ	商業
生命週期	13	ㄕㄥ ㄇㄧㄥˋ ㄓㄡ ㄑㄧˊ	商業
生產力指標	4	ㄕㄥ ㄔㄢˇ ㄌㄧˋ ㄓˇ ㄅㄧㄠ	商業
產品	16	ㄔㄢˇ ㄆㄧㄣˇ	商業
產業	16	ㄔㄢˇ ㄧㄝˋ	商業
產業集中度	5	ㄔㄢˇ ㄧㄝˋ ㄐㄧˊ ㄓㄨㄥ ㄉㄨˋ	商業
留存率	16	ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ	商業
留存率分析	5	ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ ㄈㄣ ㄒㄧ	商業
留存率目標	4	ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ ㄇㄨˋ ㄅㄧㄠ	商業
留存率趨勢	4	ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ ㄑㄩ ㄕˋ	商業
留存率預測	4	ㄌㄧㄡˊ ㄘㄨㄣˊ ㄌㄩˋ ㄩˋ ㄘㄜˋ	商業
畫布	12	ㄏㄨㄚˋ ㄅㄨˋ	商業
目標	18	ㄇㄨˋ ㄅㄧㄠ	商業
相關	16	ㄒㄧㄤ ㄍㄨㄢ	商業
社會	16	ㄕㄜˋ ㄏㄨㄟˋ	商業
策略性採購	4	ㄘㄜˋ ㄌㄩㄝˋ ㄒㄧㄥˋ ㄘㄞˇ ㄍㄡˋ	商業
管理	19	ㄍㄨㄢˇ ㄌㄧˇ	商業
終身	12	ㄓㄨㄥ ㄕㄣ	商業
組合管理	12	ㄗㄨˇ ㄏㄜˊ ㄍㄨㄢˇ ㄌㄧˇ	商業
結構	14	ㄐㄧㄝˊ ㄍㄡˋ	商業
經濟訂購量	5	ㄐㄧㄥ ㄐㄧˋ ㄉㄧㄥˋ ㄍㄡˋ ㄌㄧㄤˋ	商業
績效評估	20	ㄐㄧ ㄒㄧㄠˋ ㄆㄧㄥˊ ㄍㄨ	商業
自然	15	ㄗˋ ㄖㄢˊ	商業
與營運規劃	5	ㄩˇ ㄧㄥˊ ㄩㄣˋ ㄍㄨㄟ ㄏㄨㄚˋ	商業
董事會治理	4	ㄉㄨㄥˇ ㄕˋ ㄏㄨㄟˋ ㄓˋ ㄌㄧˇ	商業
薪酬委員會	4	ㄒㄧㄣ ㄔㄡˊ ㄨㄟˇ ㄩㄢˊ ㄏㄨㄟˋ	商業
行銷	17	ㄒㄧㄥˊ ㄒㄧㄠ	商業
行銷自動化	4	ㄒㄧㄥˊ ㄒㄧㄠ ㄗˋ ㄉㄨㄥˋ ㄏㄨㄚˋ	商業
訂單量	16	ㄉㄧㄥˋ ㄉㄢ ㄌㄧㄤˋ	商業
訂單量分析	5	ㄉㄧㄥˋ ㄉㄢ ㄌㄧㄤˋ ㄈㄣ ㄒㄧ	商業
訂單量目標	4	ㄉㄧㄥˋ ㄉㄢ ㄌㄧㄤˋ ㄇㄨˋ ㄅㄧㄠ	商業
訂單量趨勢	4	ㄉㄧㄥˋ ㄉㄢ ㄌㄧㄤˋ ㄑㄩ ㄕˋ	商業
訂單量預測	4	ㄉㄧㄥˋ ㄉㄢ ㄌㄧㄤˋ ㄩˋ ㄘㄜˋ	商業
財務	15	ㄘㄞˊ ㄨˋ	商業
責任	14	ㄗㄜˊ ㄖㄣˋ	商業
資料分析	20	ㄗ ㄌㄧㄠˋ ㄈㄣ ㄒㄧ	商業
資源規劃	12	ㄗ ㄩㄢˊ ㄍㄨㄟ ㄏㄨㄚˋ	商業
趨勢	17	ㄑㄩ ㄕˋ	商業
轉換率	16	ㄓㄨㄢˇ ㄏㄨㄢˋ ㄌㄩˋ	商業
轉換率分析	5	ㄓㄨㄢˇ ㄏㄨㄢˋ ㄌㄩˋ ㄈㄣ ㄒㄧ	商業
轉換率目標	4	ㄓㄨㄢˇ ㄏㄨㄢˋ ㄌㄩˋ ㄇㄨˋ ㄅㄧㄠ	商業
轉換率趨勢	4	ㄓㄨㄢˇ ㄏㄨㄢˋ ㄌㄩˋ ㄑㄩ ㄕˋ	商業
轉換率預測	4	ㄓㄨㄢˇ ㄏㄨㄢˋ ㄌㄩˋ ㄩˋ ㄘㄜˋ	商業
通路	8	ㄊㄨㄥ ㄌㄨˋ	商業
達成率	14	ㄉㄚˊ ㄔㄥˊ ㄌㄩˋ	商業
重大性分析	5	ㄓㄨㄥˋ ㄉㄚˋ ㄒㄧㄥˋ ㄈㄣ ㄒㄧ	商業
銷售	9	ㄒㄧㄠ ㄕㄡˋ	商業
關係人	12	ㄍㄨㄢ ㄒㄧˋ ㄖㄣˊ	商業
雙重重大性	4	ㄕㄨㄤ ㄔㄨㄥˊ ㄓㄨㄥˋ ㄉㄚˋ ㄒㄧㄥˋ	商業
預測	17	ㄩˋ ㄘㄜˋ	商業
顧客	16	ㄍㄨˋ ㄎㄜˋ	商業
顧客接觸點	4	ㄍㄨˋ ㄎㄜˋ ㄐㄧㄝ ㄔㄨˋ ㄉㄧㄢˇ	商業
顧客滿意度	4	ㄍㄨˋ ㄎㄜˋ ㄇㄢˇ ㄧˋ ㄉㄨˋ	商業
風險	15	ㄈㄥ ㄒㄧㄢˇ	商業
風險評估	20	ㄈㄥ ㄒㄧㄢˇ ㄆㄧㄥˊ ㄍㄨ	商業
