詞	詞頻	注音	分類
多模態模型	15	ㄉㄨㄛ ㄇㄛˊ ㄊㄞˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
多項式迴歸	3	ㄉㄨㄛ ㄒㄧㄤˋ ㄕˋ ㄏㄨㄟˊ ㄍㄨㄟ	AI資料科學
多頭注意力	3	ㄉㄨㄛ ㄊㄡˊ ㄓㄨˋ ㄧˋ ㄌㄧˋ	AI資料科學
套索迴歸	12	ㄊㄠˋ ㄙㄨㄛˇ ㄏㄨㄟˊ ㄍㄨㄟ	AI資料科學
姿態估計	10	ㄗ ㄊㄞˋ ㄍㄨ ㄐㄧˋ	AI資料科學
字元	11	ㄗˋ ㄩㄢˊ	AI資料科學
學習	18	ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
學習率排程	5	ㄒㄩㄝˊ ㄒㄧˊ ㄌㄩˋ ㄆㄞˊ ㄔㄥˊ	AI資料科學
安全對齊	12	ㄢ ㄑㄩㄢˊ ㄉㄨㄟˋ ㄑㄧˊ	AI資料科學
密度分群	11	ㄇㄧˋ ㄉㄨˋ ㄈㄣ ㄑㄩㄣˊ	AI資料科學
實例分割	10	ㄕˊ ㄌㄧˋ ㄈㄣ ㄍㄜ	AI資料科學
實體	12	ㄕˊ ㄊㄧˇ	AI資料科學
專家	14	ㄓㄨㄢ ㄐㄧㄚ	AI資料科學
對抗	13	ㄉㄨㄟˋ ㄎㄤˋ	AI資料科學
對比學習	11	ㄉㄨㄟˋ ㄅㄧˇ ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
對齊	11	ㄉㄨㄟˋ ㄑㄧˊ	AI資料科學
層正規化	12	ㄘㄥˊ ㄓㄥˋ ㄍㄨㄟ ㄏㄨㄚˋ	AI資料科學
嵌入模型	14	ㄑㄧㄢ ㄖㄨˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
工具使用	12	ㄍㄨㄥ ㄐㄩˋ ㄕˇ ㄩㄥˋ	AI資料科學
平均	15	ㄆㄧㄥˊ ㄐㄩㄣ	AI資料科學
平均精確率	4	ㄆㄧㄥˊ ㄐㄩㄣ ㄐㄧㄥ ㄑㄩㄝˋ ㄌㄩˋ	AI資料科學
度量學習	10	ㄉㄨˋ ㄌㄧㄤˊ ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
強化學習	12	ㄑㄧㄤˊ ㄏㄨㄚˋ ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
彈性網路	11	ㄊㄢˊ ㄒㄧㄥˋ ㄨㄤˇ ㄌㄨˋ	AI資料科學
影像分割	11	ㄧㄥˇ ㄒㄧㄤˋ ㄈㄣ ㄍㄜ	AI資料科學
影像分類	11	ㄧㄥˇ ㄒㄧㄤˋ ㄈㄣ ㄌㄟˋ	AI資料科學
影像生成	11	ㄧㄥˇ ㄒㄧㄤˋ ㄕㄥ ㄔㄥˊ	AI資料科學
循環	14	ㄒㄩㄣˊ ㄏㄨㄢˊ	AI資料科學
微調	15	ㄨㄟˊ ㄊㄧㄠˊ	AI資料科學
情感分析	12	ㄑㄧㄥˊ ㄍㄢˇ ㄈㄣ ㄒㄧ	AI資料科學
成分分析	14	ㄔㄥˊ ㄈㄣˋ ㄈㄣ ㄒㄧ	AI資料科學
批次正規化	4	ㄆㄧ ㄘˋ ㄓㄥˋ ㄍㄨㄟ ㄏㄨㄚˋ	AI資料科學
批次處理	11	ㄆㄧ ㄘˋ ㄔㄨˇ ㄌㄧˇ	AI資料科學
指令微調	11	ㄓˇ ㄌㄧㄥˋ ㄨㄟˊ ㄊㄧㄠˊ	AI資料科學
排名指標	11	ㄆㄞˊ ㄇㄧㄥˊ ㄓˇ ㄅㄧㄠ	AI資料科學
排序模型	14	ㄆㄞˊ ㄒㄩˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
推薦指標	11	ㄊㄨㄟ ㄐㄧㄢˋ ㄓˇ ㄅㄧㄠ	AI資料科學
推薦模型	15	ㄊㄨㄟ ㄐㄧㄢˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
推論加速	10	ㄊㄨㄟ ㄌㄨㄣˋ ㄐㄧㄚ ㄙㄨˋ	AI資料科學
推論最佳化	14	ㄊㄨㄟ ㄌㄨㄣˋ ㄗㄨㄟˋ ㄐㄧㄚ ㄏㄨㄚˋ	AI資料科學
提前停止	11	ㄊㄧˊ ㄑㄧㄢˊ ㄊㄧㄥˊ ㄓˇ	AI資料科學
提升	14	ㄊㄧˊ ㄕㄥ	AI資料科學
提示微調	10	ㄊㄧˊ ㄕˋ ㄨㄟˊ ㄊㄧㄠˊ	AI資料科學
擴散模型	11	ㄎㄨㄛˋ ㄙㄢˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
支援向量機	4	ㄓ ㄩㄢˊ ㄒㄧㄤˋ ㄌㄧㄤˋ ㄐㄧ	AI資料科學
文字	14	ㄨㄣˊ ㄗˋ	AI資料科學
文本分類	10	ㄨㄣˊ ㄅㄣˇ ㄈㄣ ㄌㄟˋ	AI資料科學
文本嵌入	10	ㄨㄣˊ ㄅㄣˇ ㄑㄧㄢ ㄖㄨˋ	AI資料科學
文本摘要	10	ㄨㄣˊ ㄅㄣˇ ㄓㄞ ㄧㄠˋ	AI資料科學
星型綱要	12	ㄒㄧㄥ ㄒㄧㄥˊ ㄍㄤ ㄧㄠˋ	AI資料科學
智慧代理	12	ㄓˋ ㄏㄨㄟˋ ㄉㄞˋ ㄌㄧˇ	AI資料科學
曲線下面積	3	ㄑㄩ ㄒㄧㄢˋ ㄒㄧㄚˋ ㄇㄧㄢˋ ㄐㄧ	AI資料科學
最佳化	16	ㄗㄨㄟˋ ㄐㄧㄚ ㄏㄨㄚˋ	AI資料科學
最近鄰	12	ㄗㄨㄟˋ ㄐㄧㄣˋ ㄌㄧㄣˊ	AI資料科學
梯度	12	ㄊㄧ ㄉㄨˋ	AI資料科學
梯度下降	11	ㄊㄧ ㄉㄨˋ ㄒㄧㄚˋ ㄐㄧㄤˋ	AI資料科學
極端	12	ㄐㄧˊ ㄉㄨㄢ	AI資料科學
標註	10	ㄅㄧㄠ ㄓㄨˋ	AI資料科學
模型	19	ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
樣本不平衡	3	ㄧㄤˋ ㄅㄣˇ ㄅㄨˋ ㄆㄧㄥˊ ㄏㄥˊ	AI資料科學
樸素	11	ㄆㄨˊ ㄙㄨˋ	AI資料科學
檢索	13	ㄐㄧㄢˇ ㄙㄨㄛˇ	AI資料科學
檢索模型	14	ㄐㄧㄢˇ ㄙㄨㄛˇ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
權衡	11	ㄑㄩㄢˊ ㄏㄥˊ	AI資料科學
注意力機制	4	ㄓㄨˋ ㄧˋ ㄌㄧˋ ㄐㄧ ㄓˋ	AI資料科學
深層	12	ㄕㄣ ㄘㄥˊ	AI資料科學
混合	13	ㄏㄨㄣˋ ㄏㄜˊ	AI資料科學
演算法	12	ㄧㄢˇ ㄙㄨㄢˋ ㄈㄚˇ	AI資料科學
獨立	14	ㄉㄨˊ ㄌㄧˋ	AI資料科學
理解	13	ㄌㄧˇ ㄐㄧㄝˇ	AI資料科學
生成	16	ㄕㄥ ㄔㄥˊ	AI資料科學
生成模型	14	ㄕㄥ ㄔㄥˊ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
監控	15	ㄐㄧㄢ ㄎㄨㄥˋ	AI資料科學
監督式	14	ㄐㄧㄢ ㄉㄨ ㄕˋ	AI資料科學
監督式學習	4	ㄐㄧㄢ ㄉㄨ ㄕˋ ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
監督式微調	4	ㄐㄧㄢ ㄉㄨ ㄕˋ ㄨㄟˊ ㄉㄧㄠˋ	AI資料科學
直接	14	ㄓˊ ㄐㄧㄝ	AI資料科學
神經網路	13	ㄕㄣˊ ㄐㄧㄥ ㄨㄤˇ ㄌㄨˋ	AI資料科學
結構化	14	ㄐㄧㄝˊ ㄍㄡˋ ㄏㄨㄚˋ	AI資料科學
結構化資料	5	ㄐㄧㄝˊ ㄍㄡˋ ㄏㄨㄚˋ ㄗ ㄌㄧㄠˋ	AI資料科學
絕對誤差	11	ㄐㄩㄝˊ ㄉㄨㄟˋ ㄨˋ ㄔㄚ	AI資料科學
維度	10	ㄨㄟˊ ㄉㄨˋ	AI資料科學
網路	19	ㄨㄤˇ ㄌㄨˋ	AI資料科學
線性	11	ㄒㄧㄢˋ ㄒㄧㄥˋ	AI資料科學
編碼器	11	ㄅㄧㄢ ㄇㄚˇ ㄑㄧˋ	AI資料科學
緩慢	12	ㄏㄨㄢˇ ㄇㄢˋ	AI資料科學
缺失值處理	4	ㄑㄩㄝ ㄕ ㄓˊ ㄔㄨˇ ㄌㄧˇ	AI資料科學
自然	16	ㄗˋ ㄖㄢˊ	AI資料科學
自然語言	5	ㄗˋ ㄖㄢˊ ㄩˇ ㄧㄢˊ	AI資料科學
自監督學習	6	ㄗˋ ㄐㄧㄢ ㄉㄨ ㄒㄩㄝˊ ㄒㄧˊ	AI資料科學
自編碼器	12	ㄗˋ ㄅㄧㄢ ㄇㄚˇ ㄑㄧˋ	AI資料科學
蒸餾	15	ㄓㄥ ㄌㄧㄡˋ	AI資料科學
視覺	14	ㄕˋ ㄐㄩㄝˊ	AI資料科學
視覺模型	15	ㄕˋ ㄐㄩㄝˊ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
角色	14	ㄐㄩㄝˊ ㄙㄜˋ	AI資料科學
解碼器	10	ㄐㄧㄝˇ ㄇㄚˇ ㄑㄧˋ	AI資料科學
訓練	15	ㄒㄩㄣˋ ㄌㄧㄢˋ	AI資料科學
記憶	14	ㄐㄧˋ ㄧˋ	AI資料科學
評估	16	ㄆㄧㄥˊ ㄍㄨ	AI資料科學
語意	12	ㄩˇ ㄧˋ	AI資料科學
語言	17	ㄩˇ ㄧㄢˊ	AI資料科學
語言模型	14	ㄩˇ ㄧㄢˊ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
語音模型	14	ㄩˇ ㄧㄣ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
識別	12	ㄕˋ ㄅㄧㄝˊ	AI資料科學
變分	12	ㄅㄧㄢˋ ㄈㄣ	AI資料科學
變動	13	ㄅㄧㄢˋ ㄉㄨㄥˋ	AI資料科學
變異	12	ㄅㄧㄢˋ ㄧˋ	AI資料科學
貝氏	10	ㄅㄟˋ ㄕˋ	AI資料科學
資料	19	ㄗ ㄌㄧㄠˋ	AI資料科學
資料準備	14	ㄗ ㄌㄧㄠˋ ㄓㄨㄣˇ ㄅㄟˋ	AI資料科學
辨識	13	ㄅㄧㄢˋ ㄕˋ	AI資料科學
迴歸模型	14	ㄏㄨㄟˊ ㄍㄨㄟ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
部署	15	ㄅㄨˋ ㄕㄨˋ	AI資料科學
量化	15	ㄌㄧㄤˋ ㄏㄨㄚˋ	AI資料科學
錯誤分析	15	ㄘㄨㄛˋ ㄨˋ ㄈㄣ ㄒㄧ	AI資料科學
長短期	11	ㄔㄤˊ ㄉㄨㄢˇ ㄑㄧˊ	AI資料科學
門控	12	ㄇㄣˊ ㄎㄨㄥˋ	AI資料科學
階層式分群	4	ㄐㄧㄝ ㄘㄥˊ ㄕˋ ㄈㄣ ㄑㄩㄣˊ	AI資料科學
隨機	12	ㄙㄨㄟˊ ㄐㄧ	AI資料科學
離群值處理	4	ㄌㄧˊ ㄑㄩㄣˊ ㄓˊ ㄔㄨˇ ㄌㄧˇ	AI資料科學
非監督式	12	ㄈㄟ ㄐㄧㄢ ㄉㄨ ㄕˋ	AI資料科學
非結構化	13	ㄈㄟ ㄐㄧㄝˊ ㄍㄡˋ ㄏㄨㄚˋ	AI資料科學
預測模型	15	ㄩˋ ㄘㄜˋ ㄇㄛˊ ㄒㄧㄥˊ	AI資料科學
高效	11	ㄍㄠ ㄒㄧㄠˋ	AI資料科學
高斯	11	ㄍㄠ ㄙ	AI資料科學
