詞	詞頻	注音	分類
新聞倫理	12	ㄒㄧㄣ ㄨㄣˊ ㄌㄨㄣˊ ㄌㄧˇ	媒體設計
新聞價值	12	ㄒㄧㄣ ㄨㄣˊ ㄐㄧㄚˋ ㄓˊ	媒體設計
新聞採訪	12	ㄒㄧㄣ ㄨㄣˊ ㄘㄞˇ ㄈㄤˇ	媒體設計
新聞編輯	12	ㄒㄧㄣ ㄨㄣˊ ㄅㄧㄢ ㄐㄧˊ	媒體設計
旅程	12	ㄌㄩˇ ㄔㄥˊ	媒體設計
時間軸	13	ㄕˊ ㄐㄧㄢ ㄓㄡˊ	媒體設計
曝光補償	11	ㄆㄨˋ ㄍㄨㄤ ㄅㄨˇ ㄔㄤˊ	媒體設計
服務藍圖	12	ㄈㄨˊ ㄨˋ ㄌㄢˊ ㄊㄨˊ	媒體設計
服務設計	13	ㄈㄨˊ ㄨˋ ㄕㄜˋ ㄐㄧˋ	媒體設計
望遠鏡頭	11	ㄨㄤˋ ㄩㄢˇ ㄐㄧㄥˋ ㄊㄡˊ	媒體設計
框架理論	10	ㄎㄨㄤ ㄐㄧㄚˋ ㄌㄧˇ ㄌㄨㄣˋ	媒體設計
標準鏡頭	12	ㄅㄧㄠ ㄓㄨㄣˇ ㄐㄧㄥˋ ㄊㄡˊ	媒體設計
樣式指南	10	ㄧㄤˋ ㄕˋ ㄓˇ ㄋㄢˊ	媒體設計
段距	12	ㄉㄨㄢˋ ㄐㄩˋ	媒體設計
沉默螺旋	10	ㄔㄣˊ ㄇㄛˋ ㄌㄨㄛˊ ㄒㄩㄢˊ	媒體設計
消息來源	10	ㄒㄧㄠ ㄒㄧˊ ㄌㄞˊ ㄩㄢˊ	媒體設計
深度報導	11	ㄕㄣ ㄉㄨˋ ㄅㄠˋ ㄉㄠˇ	媒體設計
減法混色	11	ㄐㄧㄢˇ ㄈㄚˇ ㄏㄨㄣˋ ㄙㄜˋ	媒體設計
測光	12	ㄘㄜˋ ㄍㄨㄤ	媒體設計
測試	13	ㄘㄜˋ ㄕˋ	媒體設計
焦段	11	ㄐㄧㄠ ㄉㄨㄢˋ	媒體設計
焦點團體	11	ㄐㄧㄠ ㄉㄧㄢˇ ㄊㄨㄢˊ ㄊㄧˇ	媒體設計
版面設計	12	ㄅㄢˇ ㄇㄧㄢˋ ㄕㄜˋ ㄐㄧˋ	媒體設計
產品設計	13	ㄔㄢˇ ㄆㄧㄣˇ ㄕㄜˋ ㄐㄧˋ	媒體設計
研究	15	ㄧㄢˊ ㄐㄧㄡˋ	媒體設計
空間設計	13	ㄎㄨㄥ ㄐㄧㄢ ㄕㄜˋ ㄐㄧˋ	媒體設計
綠幕去背	11	ㄌㄩˋ ㄇㄨˋ ㄑㄩˋ ㄅㄟˋ	媒體設計
網格系統	12	ㄨㄤˇ ㄍㄜˊ ㄒㄧˋ ㄊㄨㄥˇ	媒體設計
線框圖	12	ㄒㄧㄢˋ ㄎㄨㄤ ㄊㄨˊ	媒體設計
編碼格式	10	ㄅㄧㄢ ㄇㄚˇ ㄍㄜˊ ㄕˋ	媒體設計
編輯設計	12	ㄅㄧㄢ ㄐㄧˊ ㄕㄜˋ ㄐㄧˋ	媒體設計
聲音混音	12	ㄕㄥ ㄧㄣ ㄏㄨㄣˋ ㄧㄣ	媒體設計
色彩分級	11	ㄙㄜˋ ㄘㄞˇ ㄈㄣ ㄐㄧˊ	媒體設計
色彩理論	11	ㄙㄜˋ ㄘㄞˇ ㄌㄧˇ ㄌㄨㄣˋ	媒體設計
色彩空間	11	ㄙㄜˋ ㄘㄞˇ ㄎㄨㄥ ㄐㄧㄢ	媒體設計
色溫	12	ㄙㄜˋ ㄨㄣ	媒體設計
視覺	15	ㄕˋ ㄐㄩㄝˊ	媒體設計
視覺層級	11	ㄕˋ ㄐㄩㄝˊ ㄘㄥˊ ㄐㄧˊ	媒體設計
視覺特效	11	ㄕˋ ㄐㄩㄝˊ ㄊㄜˋ ㄒㄧㄠˋ	媒體設計
訪談	12	ㄈㄤˇ ㄊㄢˊ	媒體設計
設計	19	ㄕㄜˋ ㄐㄧˋ	媒體設計
設計思考	12	ㄕㄜˋ ㄐㄧˋ ㄙ ㄎㄠˇ	媒體設計
設計系統	13	ㄕㄜˋ ㄐㄧˋ ㄒㄧˋ ㄊㄨㄥˇ	媒體設計
評估	14	ㄆㄧㄥˊ ㄍㄨ	媒體設計
調查報導	12	ㄉㄧㄠˋ ㄔㄚˊ ㄅㄠˋ ㄉㄠˇ	媒體設計
議題設定	12	ㄧˋ ㄊㄧˊ ㄕㄜˋ ㄉㄧㄥˋ	媒體設計
資訊架構	12	ㄗ ㄒㄩㄣˋ ㄐㄧㄚˋ ㄍㄡˋ	媒體設計
資訊設計	13	ㄗ ㄒㄩㄣˋ ㄕㄜˋ ㄐㄧˋ	媒體設計
轉場	12	ㄓㄨㄢˇ ㄔㄤˇ	媒體設計
連續對焦	11	ㄌㄧㄢˊ ㄒㄩˋ ㄉㄨㄟˋ ㄐㄧㄠ	媒體設計
關鍵影格	11	ㄍㄨㄢ ㄐㄧㄢˋ ㄧㄥˇ ㄍㄜˊ	媒體設計
非對稱	12	ㄈㄟ ㄉㄨㄟˋ ㄔㄣˋ	媒體設計
非線性	12	ㄈㄟ ㄒㄧㄢˋ ㄒㄧㄥˋ	媒體設計
音訊降噪	10	ㄧㄣ ㄒㄩㄣˋ ㄐㄧㄤˋ ㄗㄠˋ	媒體設計
類似色	12	ㄌㄟˋ ㄙˋ ㄙㄜˋ	媒體設計
體驗	13	ㄊㄧˇ ㄧㄢˋ	媒體設計
高光	13	ㄍㄠ ㄍㄨㄤ	媒體設計
高擬真	13	ㄍㄠ ㄋㄧˇ ㄓㄣ	媒體設計
黃金分割	11	ㄏㄨㄤˊ ㄐㄧㄣ ㄈㄣ ㄍㄜ	媒體設計
