詞	詞頻	注音	分類
故障	13	ㄍㄨˋ ㄓㄤˋ	製造機械
故障診斷	15	ㄍㄨˋ ㄓㄤˋ ㄓㄣˇ ㄉㄨㄢˋ	製造機械
效率	13	ㄒㄧㄠˋ ㄌㄩˋ	製造機械
斷裂力學	10	ㄉㄨㄢˋ ㄌㄧㄝˋ ㄌㄧˋ ㄒㄩㄝˊ	製造機械
時間	17	ㄕˊ ㄐㄧㄢ	製造機械
最佳化	15	ㄗㄨㄟˋ ㄐㄧㄚ ㄏㄨㄚˋ	製造機械
標準工時	12	ㄅㄧㄠ ㄓㄨㄣˇ ㄍㄨㄥ ㄕˊ	製造機械
模具壽命	10	ㄇㄨˊ ㄐㄩˋ ㄕㄡˋ ㄇㄧㄥˋ	製造機械
模流分析	13	ㄇㄛˊ ㄌㄧㄡˊ ㄈㄣ ㄒㄧ	製造機械
機械元件	11	ㄐㄧ ㄒㄧㄝˋ ㄩㄢˊ ㄐㄧㄢˋ	製造機械
機械手臂	13	ㄐㄧ ㄒㄧㄝˋ ㄕㄡˇ ㄅㄟˋ	製造機械
機械製圖	11	ㄐㄧ ㄒㄧㄝˋ ㄓˋ ㄊㄨˊ	製造機械
機械設計	12	ㄐㄧ ㄒㄧㄝˋ ㄕㄜˋ ㄐㄧˋ	製造機械
機械軸封	11	ㄐㄧ ㄒㄧㄝˋ ㄓㄡˊ ㄈㄥ	製造機械
機構設計	13	ㄐㄧ ㄍㄡˋ ㄕㄜˋ ㄐㄧˋ	製造機械
檢測	16	ㄐㄧㄢˇ ㄘㄜˋ	製造機械
檢測設備	13	ㄐㄧㄢˇ ㄘㄜˋ ㄕㄜˋ ㄅㄟˋ	製造機械
殘留	11	ㄘㄢˊ ㄌㄧㄡˊ	製造機械
水刀加工	13	ㄕㄨㄟˇ ㄉㄠ ㄐㄧㄚ ㄍㄨㄥ	製造機械
沉積	10	ㄔㄣˊ ㄐㄧ	製造機械
沖壓模具	11	ㄔㄨㄥ ㄧㄚ ㄇㄨˊ ㄐㄩˋ	製造機械
沖床	14	ㄔㄨㄥ ㄔㄨㄤˊ	製造機械
液滲檢測	11	ㄧㄝˋ ㄕㄣˋ ㄐㄧㄢˇ ㄘㄜˋ	製造機械
渦流檢測	9	ㄨㄛ ㄌㄧㄡˊ ㄐㄧㄢˇ ㄘㄜˋ	製造機械
滑動軸承	10	ㄏㄨㄚˊ ㄉㄨㄥˋ ㄓㄡˊ ㄔㄥˊ	製造機械
滾子軸承	11	ㄍㄨㄣˇ ㄗˇ ㄓㄡˊ ㄔㄥˊ	製造機械
滾珠螺桿	9	ㄍㄨㄣˇ ㄓㄨ ㄌㄨㄛˊ ㄍㄢˇ	製造機械
滾珠軸承	9	ㄍㄨㄣˇ ㄓㄨ ㄓㄡˊ ㄔㄥˊ	製造機械
焊接	13	ㄏㄢˋ ㄐㄧㄝ	製造機械
焊接機	14	ㄏㄢˋ ㄐㄧㄝ ㄐㄧ	製造機械
焊接缺陷	9	ㄏㄢˋ ㄐㄧㄝ ㄑㄩㄝ ㄒㄧㄢˋ	製造機械
焊接變形	9	ㄏㄢˋ ㄐㄧㄝ ㄅㄧㄢˋ ㄒㄧㄥˊ	製造機械
熔融	11	ㄖㄨㄥˊ ㄖㄨㄥˊ	製造機械
燒結	11	ㄕㄠ ㄐㄧㄝˊ	製造機械
物料	11	ㄨˋ ㄌㄧㄠˋ	製造機械
生產	18	ㄕㄥ ㄔㄢˇ	製造機械
生產排程	12	ㄕㄥ ㄔㄢˇ ㄆㄞˊ ㄔㄥˊ	製造機械
生產方式	10	ㄕㄥ ㄔㄢˇ ㄈㄤ ㄕˋ	製造機械
生產管理	13	ㄕㄥ ㄔㄢˇ ㄍㄨㄢˇ ㄌㄧˇ	製造機械
產線	13	ㄔㄢˇ ㄒㄧㄢˋ	製造機械
產能分析	16	ㄔㄢˇ ㄋㄥˊ ㄈㄣ ㄒㄧ	製造機械
疲勞裂紋	10	ㄆㄧˊ ㄌㄠˊ ㄌㄧㄝˋ ㄨㄣˊ	製造機械
看板拉動	10	ㄎㄢ ㄅㄢˇ ㄌㄚ ㄉㄨㄥˋ	製造機械
破壞韌性	11	ㄆㄛˋ ㄏㄨㄞˋ ㄖㄣˋ ㄒㄧㄥˋ	製造機械
碳焊	11	ㄊㄢˋ ㄏㄢˋ	製造機械
磁粒檢測	11	ㄘˊ ㄌㄧˋ ㄐㄧㄢˇ ㄘㄜˋ	製造機械
磨床	14	ㄇㄛˊ ㄔㄨㄤˊ	製造機械
稼動率	16	ㄐㄧㄚˋ ㄉㄨㄥˋ ㄌㄩˋ	製造機械
積層製造	12	ㄐㄧ ㄘㄥˊ ㄓˋ ㄗㄠˋ	製造機械
節拍時間	11	ㄐㄧㄝˊ ㄆㄞ ㄕˊ ㄐㄧㄢ	製造機械
粉床	10	ㄈㄣˇ ㄔㄨㄤˊ	製造機械
粗糙度	11	ㄘㄨ ㄘㄠ ㄉㄨˋ	製造機械
精實生產	10	ㄐㄧㄥ ㄕˊ ㄕㄥ ㄔㄢˇ	製造機械
精度校正	15	ㄐㄧㄥ ㄉㄨˋ ㄐㄧㄠˋ ㄓㄥˋ	製造機械
系統	16	ㄒㄧˋ ㄊㄨㄥˇ	製造機械
統計	14	ㄊㄨㄥˇ ㄐㄧˋ	製造機械
維護	13	ㄨㄟˊ ㄏㄨˋ	製造機械
線切割	12	ㄒㄧㄢˋ ㄑㄧㄝ ㄍㄜ	製造機械
線性滑軌	10	ㄒㄧㄢˋ ㄒㄧㄥˋ ㄏㄨㄚˊ ㄍㄨㄟˇ	製造機械
總合	11	ㄗㄨㄥˇ ㄏㄜˊ	製造機械
能力	14	ㄋㄥˊ ㄌㄧˋ	製造機械
自主保養	11	ㄗˋ ㄓㄨˇ ㄅㄠˇ ㄧㄤˇ	製造機械
自動化	13	ㄗˋ ㄉㄨㄥˋ ㄏㄨㄚˋ	製造機械
蝸輪蝸桿	10	ㄨㄛ ㄌㄨㄣˊ ㄨㄛ ㄍㄢˇ	製造機械
行星齒輪	10	ㄒㄧㄥˊ ㄒㄧㄥ ㄔˇ ㄌㄨㄣˊ	製造機械
表面	13	ㄅㄧㄠˇ ㄇㄧㄢˋ	製造機械
製程	14	ㄓˋ ㄔㄥˊ	製造機械
製程改善	15	ㄓˋ ㄔㄥˊ ㄍㄞˇ ㄕㄢˋ	製造機械
製程檢驗	11	ㄓˋ ㄔㄥˊ ㄐㄧㄢˇ ㄧㄢˋ	製造機械
製程路線	10	ㄓˋ ㄔㄥˊ ㄌㄨˋ ㄒㄧㄢˋ	製造機械
製造	17	ㄓˋ ㄗㄠˋ	製造機械
規劃	16	ㄍㄨㄟ ㄏㄨㄚˋ	製造機械
設備	17	ㄕㄜˋ ㄅㄟˋ	製造機械
設備保養	15	ㄕㄜˋ ㄅㄟˋ ㄅㄠˇ ㄧㄤˇ	製造機械
豐田	11	ㄈㄥ ㄊㄧㄢˊ	製造機械
資源規劃	14	ㄗ ㄩㄢˊ ㄍㄨㄟ ㄏㄨㄚˋ	製造機械
超音波	12	ㄔㄠ ㄧㄣ ㄅㄛ	製造機械
車床	14	ㄔㄜ ㄔㄨㄤˊ	製造機械
輸送系統	13	ㄕㄨ ㄙㄨㄥˋ ㄒㄧˋ ㄊㄨㄥˇ	製造機械
週期時間	11	ㄓㄡ ㄑㄧˊ ㄕˊ ㄐㄧㄢ	製造機械
進料檢驗	11	ㄐㄧㄣˋ ㄌㄧㄠˋ ㄐㄧㄢˇ ㄧㄢˋ	製造機械
選擇性	11	ㄒㄩㄢˇ ㄗㄜˊ ㄒㄧㄥˋ	製造機械
金屬	12	ㄐㄧㄣ ㄕㄨˇ	製造機械
鈑金加工	9	ㄅㄢˇ ㄐㄧㄣ ㄐㄧㄚ ㄍㄨㄥ	製造機械
銑床	14	ㄒㄧㄢˇ ㄔㄨㄤˊ	製造機械
鍛造模具	10	ㄉㄨㄢˋ ㄗㄠˋ ㄇㄨˊ ㄐㄩˋ	製造機械
間隔	11	ㄐㄧㄢˋ ㄍㄜˊ	製造機械
降伏強度	9	ㄒㄧㄤˊ ㄈㄨˊ ㄑㄧㄤˊ ㄉㄨˋ	製造機械
雷射	14	ㄌㄟˊ ㄕㄜˋ	製造機械
雷射加工	10	ㄌㄟˊ ㄕㄜˋ ㄐㄧㄚ ㄍㄨㄥ	製造機械
電子束焊	9	ㄉㄧㄢˋ ㄗˇ ㄕㄨˋ ㄏㄢˋ	製造機械
需求	14	ㄒㄩ ㄑㄧㄡˊ	製造機械
非破壞	12	ㄈㄟ ㄆㄛˋ ㄏㄨㄞˋ	製造機械
預知保養	10	ㄩˋ ㄓ ㄅㄠˇ ㄧㄤˇ	製造機械
預防保養	16	ㄩˋ ㄈㄤˊ ㄅㄠˇ ㄧㄤˇ	製造機械
首件檢查	13	ㄕㄡˇ ㄐㄧㄢˋ ㄐㄧㄢˇ ㄔㄚˊ	製造機械
高速加工	11	ㄍㄠ ㄙㄨˋ ㄐㄧㄚ ㄍㄨㄥ	製造機械
