詞	詞頻	注音	分類
往返時間	11	ㄨㄤˇ ㄈㄢˇ ㄕˊ ㄐㄧㄢ	網路資安
快速恢復	11	ㄎㄨㄞˋ ㄙㄨˋ ㄏㄨㄟ ㄈㄨˋ	網路資安
快速重傳	11	ㄎㄨㄞˋ ㄙㄨˋ ㄓㄨㄥˋ ㄔㄨㄢˊ	網路資安
惡意	12	ㄜˋ ㄧˋ	網路資安
惡意巨集	10	ㄜˋ ㄧˋ ㄐㄩˋ ㄐㄧˊ	網路資安
憑證	15	ㄆㄧㄥˊ ㄓㄥˋ	網路資安
憑證填充	10	ㄆㄧㄥˊ ㄓㄥˋ ㄊㄧㄢˊ ㄔㄨㄥ	網路資安
憑證撤銷	10	ㄆㄧㄥˊ ㄓㄥˋ ㄔㄜˋ ㄒㄧㄠ	網路資安
憑證釘選	11	ㄆㄧㄥˊ ㄓㄥˋ ㄉㄧㄥ ㄒㄩㄢˇ	網路資安
應用	15	ㄧㄥˋ ㄩㄥˋ	網路資安
應用程式	13	ㄧㄥˋ ㄩㄥˋ ㄔㄥˊ ㄕˋ	網路資安
戰術	12	ㄓㄢˋ ㄕㄨˋ	網路資安
技術	15	ㄐㄧˋ ㄕㄨˋ	網路資安
授權	14	ㄕㄡˋ ㄑㄩㄢˊ	網路資安
控制	18	ㄎㄨㄥˋ ㄓˋ	網路資安
擁塞控制	11	ㄩㄥˇ ㄙㄜˋ ㄎㄨㄥˋ ㄓˋ	網路資安
整數溢位	11	ㄓㄥˇ ㄕㄨˋ ㄧˋ ㄨㄟˋ	網路資安
數位憑證	11	ㄕㄨˋ ㄨㄟˋ ㄆㄧㄥˊ ㄓㄥˋ	網路資安
數位簽章	11	ㄕㄨˋ ㄨㄟˋ ㄑㄧㄢ ㄓㄤ	網路資安
數位鑑識	11	ㄕㄨˋ ㄨㄟˋ ㄐㄧㄢˋ ㄕˋ	網路資安
日誌監控	13	ㄖˋ ㄓˋ ㄐㄧㄢ ㄎㄨㄥˋ	網路資安
時延頻寬積	6	ㄕˊ ㄧㄢˊ ㄆㄧㄣˊ ㄎㄨㄢ ㄐㄧ	網路資安
暴力破解	11	ㄅㄠˋ ㄌㄧˋ ㄆㄛˋ ㄐㄧㄝˇ	網路資安
最大	15	ㄗㄨㄟˋ ㄉㄚˋ	網路資安
最小權限	10	ㄗㄨㄟˋ ㄒㄧㄠˇ ㄑㄩㄢˊ ㄒㄧㄢˋ	網路資安
服務	16	ㄈㄨˊ ㄨˋ	網路資安
模組	12	ㄇㄛˊ ㄗㄨˇ	網路資安
機密管理	12	ㄐㄧ ㄇㄧˋ ㄍㄨㄢˇ ㄌㄧˇ	網路資安
權限提升	10	ㄑㄩㄢˊ ㄒㄧㄢˋ ㄊㄧˊ ㄕㄥ	網路資安
權限檢查	14	ㄑㄩㄢˊ ㄒㄧㄢˋ ㄐㄧㄢˇ ㄔㄚˊ	網路資安
殭屍網路	11	ㄐㄧㄤ ㄕ ㄨㄤˇ ㄌㄨˋ	網路資安
水平越權	11	ㄕㄨㄟˇ ㄆㄧㄥˊ ㄩㄝˋ ㄑㄩㄢˊ	網路資安
沙箱分析	12	ㄕㄚ ㄒㄧㄤ ㄈㄣ ㄒㄧ	網路資安
治理	12	ㄓˋ ㄌㄧˇ	網路資安
滑動視窗	10	ㄏㄨㄚˊ ㄉㄨㄥˋ ㄕˋ ㄔㄨㄤ	網路資安
滲透測試	11	ㄕㄣˋ ㄊㄡˋ ㄘㄜˋ ㄕˋ	網路資安
漏洞管理	12	ㄌㄡˋ ㄉㄨㄥˋ ㄍㄨㄢˇ ㄌㄧˇ	網路資安
無類別	13	ㄨˊ ㄌㄟˋ ㄅㄧㄝˊ	網路資安
特權	12	ㄊㄜˋ ㄑㄩㄢˊ	網路資安
生成樹協定	3	ㄕㄥ ㄔㄥˊ ㄕㄨˋ ㄒㄧㄝˊ ㄉㄧㄥˋ	網路資安
硬體	14	ㄧㄥˋ ㄊㄧˇ	網路資安
磁碟鑑識	10	ㄘˊ ㄉㄧㄝˊ ㄐㄧㄢˋ ㄕˋ	網路資安
社交工程	11	ㄕㄜˋ ㄐㄧㄠ ㄍㄨㄥ ㄔㄥˊ	網路資安
程序	13	ㄔㄥˊ ㄒㄩˋ	網路資安
程式	16	ㄔㄥˊ ㄕˋ	網路資安
程式碼	12	ㄔㄥˊ ㄕˋ ㄇㄚˇ	網路資安
稽核	15	ㄐㄧ ㄏㄜˊ	網路資安
端請求偽造	2	ㄉㄨㄢ ㄑㄧㄥˇ ㄑㄧㄡˊ ㄨㄟˋ ㄗㄠˋ	網路資安
端點	13	ㄉㄨㄢ ㄉㄧㄢˇ	網路資安
端點稽核	10	ㄉㄨㄢ ㄉㄧㄢˇ ㄐㄧ ㄏㄜˊ	網路資安
競爭條件	12	ㄐㄧㄥˋ ㄓㄥ ㄊㄧㄠˊ ㄐㄧㄢˋ	網路資安
管理	19	ㄍㄨㄢˇ ㄌㄧˇ	網路資安
系統	19	ㄒㄧˋ ㄊㄨㄥˇ	網路資安
紅隊演練	12	ㄏㄨㄥˊ ㄉㄨㄟˋ ㄧㄢˇ ㄌㄧㄢˋ	網路資安
紫隊演練	11	ㄗˇ ㄉㄨㄟˋ ㄧㄢˇ ㄌㄧㄢˋ	網路資安
組態檢查	14	ㄗㄨˇ ㄊㄞˋ ㄐㄧㄢˇ ㄔㄚˊ	網路資安
組態稽核	12	ㄗㄨˇ ㄊㄞˋ ㄐㄧ ㄏㄜˊ	網路資安
網域	12	ㄨㄤˇ ㄩˋ	網路資安
網站服務	14	ㄨㄤˇ ㄓㄢˋ ㄈㄨˊ ㄨˋ	網路資安
網路	19	ㄨㄤˇ ㄌㄨˋ	網路資安
網路分層	12	ㄨㄤˇ ㄌㄨˋ ㄈㄣ ㄘㄥˊ	網路資安
網路延遲	12	ㄨㄤˇ ㄌㄨˋ ㄧㄢˊ ㄔˊ	網路資安
網路設備	14	ㄨㄤˇ ㄌㄨˋ ㄕㄜˋ ㄅㄟˋ	網路資安
網路釣魚	12	ㄨㄤˇ ㄌㄨˋ ㄉㄧㄠˋ ㄩˊ	網路資安
網路鑑識	12	ㄨㄤˇ ㄌㄨˋ ㄐㄧㄢˋ ㄕˋ	網路資安
網頁	13	ㄨㄤˇ ㄧㄝˋ	網路資安
緩衝區溢位	4	ㄏㄨㄢˇ ㄔㄨㄥ ㄑㄩ ㄧˋ ㄨㄟˋ	網路資安
自動化	13	ㄗˋ ㄉㄨㄥˋ ㄏㄨㄚˋ	網路資安
藍隊防禦	11	ㄌㄢˊ ㄉㄨㄟˋ ㄈㄤˊ ㄩˋ	網路資安
虛擬	12	ㄒㄩ ㄋㄧˇ	網路資安
角色型	13	ㄐㄩㄝˊ ㄙㄜˋ ㄒㄧㄥˊ	網路資安
解析	12	ㄐㄧㄝˇ ㄒㄧ	網路資安
訊息	15	ㄒㄩㄣˋ ㄒㄧˊ	網路資安
訊息鑑別碼	5	ㄒㄩㄣˋ ㄒㄧˊ ㄐㄧㄢˋ ㄅㄧㄝˊ ㄇㄚˇ	網路資安
記憶體鑑識	4	ㄐㄧˋ ㄧˋ ㄊㄧˇ ㄐㄧㄢˋ ㄕˋ	網路資安
設定	13	ㄕㄜˋ ㄉㄧㄥˋ	網路資安
詐騙	12	ㄓㄚˋ ㄆㄧㄢˋ	網路資安
請求	13	ㄑㄧㄥˇ ㄑㄧㄡˊ	網路資安
資安事件	10	ㄗ ㄢ ㄕˋ ㄐㄧㄢˋ	網路資安
資安通報	10	ㄗ ㄢ ㄊㄨㄥ ㄅㄠˋ	網路資安
資料	18	ㄗ ㄌㄧㄠˋ	網路資安
資料報	11	ㄗ ㄌㄧㄠˋ ㄅㄠˋ	網路資安
資料庫	14	ㄗ ㄌㄧㄠˋ ㄎㄨˋ	網路資安
資料庫稽核	4	ㄗ ㄌㄧㄠˋ ㄎㄨˋ ㄐㄧ ㄏㄜˊ	網路資安
資料鏈結層	5	ㄗ ㄌㄧㄠˋ ㄌㄧㄢˋ ㄐㄧㄝˊ ㄘㄥˊ	網路資安
資產盤點	11	ㄗ ㄔㄢˇ ㄆㄢˊ ㄉㄧㄢˇ	網路資安
資訊	16	ㄗ ㄒㄩㄣˋ	網路資安
資訊安全	10	ㄗ ㄒㄩㄣˋ ㄢ ㄑㄩㄢˊ	網路資安
跨站	11	ㄎㄨㄚˋ ㄓㄢˋ	網路資安
路徑	12	ㄌㄨˋ ㄐㄧㄥˋ	網路資安
身分系統	13	ㄕㄣ ㄈㄣˋ ㄒㄧˋ ㄊㄨㄥˇ	網路資安
轉換	14	ㄓㄨㄢˇ ㄏㄨㄢˋ	網路資安
連接埠轉換	4	ㄌㄧㄢˊ ㄐㄧㄝ ㄅㄨˋ ㄓㄨㄢˇ ㄏㄨㄢˋ	網路資安
遠端	11	ㄩㄢˇ ㄉㄨㄢ	網路資安
郵件系統	13	ㄧㄡˊ ㄐㄧㄢˋ ㄒㄧˋ ㄊㄨㄥˇ	網路資安
金鑰	13	ㄐㄧㄣ ㄧㄠˋ	網路資安
防火牆	11	ㄈㄤˊ ㄏㄨㄛˇ ㄑㄧㄤˊ	網路資安
防禦	13	ㄈㄤˊ ㄩˋ	網路資安
阻斷	11	ㄗㄨˇ ㄉㄨㄢˋ	網路資安
雲端環境	12	ㄩㄣˊ ㄉㄨㄢ ㄏㄨㄢˊ ㄐㄧㄥˋ	網路資安
零信任架構	3	ㄌㄧㄥˊ ㄒㄧㄣˋ ㄖㄣˋ ㄐㄧㄚˋ ㄍㄡˋ	網路資安
電子郵件	12	ㄉㄧㄢˋ ㄗˇ ㄧㄡˊ ㄐㄧㄢˋ	網路資安
非對稱式	12	ㄈㄟ ㄉㄨㄟˋ ㄔㄣˋ ㄕˋ	網路資安
風險評估	14	ㄈㄥ ㄒㄧㄢˇ ㄆㄧㄥˊ ㄍㄨ	網路資安
魚叉式	10	ㄩˊ ㄔㄚ ㄕˋ	網路資安
