詞	詞頻	注音	分類
史料批判	10	ㄕˇ ㄌㄧㄠˋ ㄆㄧ ㄆㄢˋ	歷史
吳起變法	12	ㄨˊ ㄑㄧˇ ㄅㄧㄢˋ ㄈㄚˇ	歷史
唐代	11	ㄊㄤˊ ㄉㄞˋ	歷史
商鞅變法	9	ㄕㄤ ㄧㄤ ㄅㄧㄢˋ ㄈㄚˇ	歷史
因果分析	11	ㄧㄣ ㄍㄨㄛˇ ㄈㄣ ㄒㄧ	歷史
國共內戰	13	ㄍㄨㄛˊ ㄍㄨㄥˋ ㄋㄟˋ ㄓㄢˋ	歷史
國共合作	13	ㄍㄨㄛˊ ㄍㄨㄥˋ ㄏㄜˊ ㄗㄨㄛˋ	歷史
國家形成	12	ㄍㄨㄛˊ ㄐㄧㄚ ㄒㄧㄥˊ ㄔㄥˊ	歷史
國民政府	10	ㄍㄨㄛˊ ㄇㄧㄣˊ ㄓㄥˋ ㄈㄨˇ	歷史
土司制度	10	ㄊㄨˇ ㄙ ㄓˋ ㄉㄨˋ	歷史
土地制度	11	ㄊㄨˇ ㄉㄧˋ ㄓˋ ㄉㄨˋ	歷史
土地拓墾	12	ㄊㄨˇ ㄉㄧˋ ㄊㄨㄛˋ ㄎㄣˇ	歷史
地方史	12	ㄉㄧˋ ㄈㄤ ㄕˇ	歷史
地理大	11	ㄉㄧˋ ㄌㄧˇ ㄉㄚˋ	歷史
城市	15	ㄔㄥˊ ㄕˋ	歷史
城市革命	12	ㄔㄥˊ ㄕˋ ㄍㄜˊ ㄇㄧㄥˋ	歷史
城邦	10	ㄔㄥˊ ㄅㄤ	歷史
基督教化	11	ㄐㄧ ㄉㄨ ㄐㄧㄠˋ ㄏㄨㄚˋ	歷史
外部批判	10	ㄨㄞˋ ㄅㄨˋ ㄆㄧ ㄆㄢˋ	歷史
大正民主	13	ㄉㄚˋ ㄓㄥˋ ㄇㄧㄣˊ ㄓㄨˇ	歷史
大航海	13	ㄉㄚˋ ㄏㄤˊ ㄏㄞˇ	歷史
太平天國	10	ㄊㄞˋ ㄆㄧㄥˊ ㄊㄧㄢ ㄍㄨㄛˊ	歷史
宋代	11	ㄙㄨㄥˋ ㄉㄞˋ	歷史
宋遼金元	11	ㄙㄨㄥˋ ㄌㄧㄠˊ ㄐㄧㄣ ㄩㄢˊ	歷史
察舉制度	12	ㄔㄚˊ ㄐㄩˇ ㄓˋ ㄉㄨˋ	歷史
實證史學	10	ㄕˊ ㄓㄥˋ ㄕˇ ㄒㄩㄝˊ	歷史
封建莊園	10	ㄈㄥ ㄐㄧㄢˋ ㄓㄨㄤ ㄩㄢˊ	歷史
對外關係	12	ㄉㄨㄟˋ ㄨㄞˋ ㄍㄨㄢ ㄒㄧˋ	歷史
尼撒	11	ㄋㄧˊ ㄙㄚ	歷史
州廳制	11	ㄓㄡ ㄊㄧㄥ ㄓˋ	歷史
希波戰爭	12	ㄒㄧ ㄅㄛ ㄓㄢˋ ㄓㄥ	歷史
希臘化	10	ㄒㄧ ㄌㄚˋ ㄏㄨㄚˋ	歷史
帝國	15	ㄉㄧˋ ㄍㄨㄛˊ	歷史
帝國衰亡	11	ㄉㄧˋ ㄍㄨㄛˊ ㄕㄨㄞ ㄨㄤˊ	歷史
年鑑學派	9	ㄋㄧㄢˊ ㄐㄧㄢˋ ㄒㄩㄝˊ ㄆㄞˋ	歷史
張居正	12	ㄓㄤ ㄐㄩ ㄓㄥˋ	歷史
後殖民	13	ㄏㄡˋ ㄓˊ ㄇㄧㄣˊ	歷史
微觀史	10	ㄨㄟˊ ㄍㄨㄢ ㄕˇ	歷史
思想史	11	ㄙ ㄒㄧㄤˇ ㄕˇ	歷史
性別史	11	ㄒㄧㄥˋ ㄅㄧㄝˊ ㄕˇ	歷史
恐慌	12	ㄎㄨㄥˇ ㄏㄨㄤ	歷史
成立	15	ㄔㄥˊ ㄌㄧˋ	歷史
戰後臺灣	11	ㄓㄢˋ ㄏㄡˋ ㄊㄞˊ ㄨㄢ	歷史
戰爭	16	ㄓㄢˋ ㄓㄥ	歷史
戴潮春	11	ㄉㄞˋ ㄔㄠˊ ㄔㄨㄣ	歷史
拜占庭	9	ㄅㄞˋ ㄓㄢˋ ㄊㄧㄥˊ	歷史
拿破崙	11	ㄋㄚˊ ㄆㄛˋ ㄌㄨㄣˊ	歷史
攤丁入畝	11	ㄊㄢ ㄉㄧㄥ ㄖㄨˋ ㄇㄨˇ	歷史
改革	14	ㄍㄞˇ ㄍㄜˊ	歷史
政治制度	11	ㄓㄥˋ ㄓˋ ㄓˋ ㄉㄨˋ	歷史
文化協會	12	ㄨㄣˊ ㄏㄨㄚˋ ㄒㄧㄝˊ ㄏㄨㄟˋ	歷史
文明	14	ㄨㄣˊ ㄇㄧㄥˊ	歷史
文明起源	11	ㄨㄣˊ ㄇㄧㄥˊ ㄑㄧˇ ㄩㄢˊ	歷史
斯巴達	10	ㄙ ㄅㄚ ㄉㄚˊ	歷史
族史	11	ㄗㄨˊ ㄕˇ	歷史
日治臺灣	13	ㄖˋ ㄓˋ ㄊㄞˊ ㄨㄢ	歷史
早期國家	11	ㄗㄠˇ ㄑㄧˊ ㄍㄨㄛˊ ㄐㄧㄚ	歷史
明代	11	ㄇㄧㄥˊ ㄉㄞˋ	歷史
明清時期	10	ㄇㄧㄥˊ ㄑㄧㄥ ㄕˊ ㄑㄧˊ	歷史
明鄭時期	13	ㄇㄧㄥˊ ㄓㄥˋ ㄕˊ ㄑㄧˊ	歷史
時代	15	ㄕˊ ㄉㄞˋ	歷史
時期	18	ㄕˊ ㄑㄧˊ	歷史
會議	14	ㄏㄨㄟˋ ㄧˋ	歷史
朝貢體系	10	ㄔㄠˊ ㄍㄨㄥˋ ㄊㄧˇ ㄒㄧˋ	歷史
朱一貴	11	ㄓㄨ ㄧ ㄍㄨㄟˋ	歷史
林爽文	12	ㄌㄧㄣˊ ㄕㄨㄤˇ ㄨㄣˊ	歷史
柏林危機	10	ㄅㄛˊ ㄌㄧㄣˊ ㄨㄟˊ ㄐㄧ	歷史
查士丁尼	12	ㄔㄚˊ ㄕˋ ㄉㄧㄥ ㄋㄧˊ	歷史
條約體系	10	ㄊㄧㄠˊ ㄩㄝ ㄊㄧˇ ㄒㄧˋ	歷史
歐洲整合	11	ㄡ ㄓㄡ ㄓㄥˇ ㄏㄜˊ	歷史
武漢會戰	9	ㄨˇ ㄏㄢˋ ㄏㄨㄟˋ ㄓㄢˋ	歷史
歷史敘事	12	ㄌㄧˋ ㄕˇ ㄒㄩˋ ㄕˋ	歷史
歷史解釋	12	ㄌㄧˋ ㄕˇ ㄐㄧㄝˇ ㄕˋ	歷史
比較史學	13	ㄅㄧˇ ㄐㄧㄠˇ ㄕˇ ㄒㄩㄝˊ	歷史
民主化	12	ㄇㄧㄣˊ ㄓㄨˇ ㄏㄨㄚˋ	歷史
民主國	11	ㄇㄧㄣˊ ㄓㄨˇ ㄍㄨㄛˊ	歷史
民眾黨	11	ㄇㄧㄣˊ ㄓㄨㄥˋ ㄉㄤˇ	歷史
水圳開發	13	ㄕㄨㄟˇ ㄓㄣˋ ㄎㄞ ㄈㄚ	歷史
法典	12	ㄈㄚˇ ㄉㄧㄢˇ	歷史
海上	12	ㄏㄞˇ ㄕㄤˋ	歷史
海禁政策	10	ㄏㄞˇ ㄐㄧㄣˋ ㄓㄥˋ ㄘㄜˋ	歷史
淞滬會戰	9	ㄙㄨㄥ ㄏㄨˋ ㄏㄨㄟˋ ㄓㄢˋ	歷史
清代	11	ㄑㄧㄥ ㄉㄞˋ	歷史
清末新政	12	ㄑㄧㄥ ㄇㄛˋ ㄒㄧㄣ ㄓㄥˋ	歷史
清治臺灣	12	ㄑㄧㄥ ㄓˋ ㄊㄞˊ ㄨㄢ	歷史
渡臺禁令	11	ㄉㄨˋ ㄊㄞˊ ㄐㄧㄣˋ ㄌㄧㄥˋ	歷史
漢代	11	ㄏㄢˋ ㄉㄞˋ	歷史
王安石	10	ㄨㄤˊ ㄢ ㄕˊ	歷史
理番政策	13	ㄌㄧˇ ㄈㄢ ㄓㄥˋ ㄘㄜˋ	歷史
理蕃政策	13	ㄌㄧˇ ㄅㄛ ㄓㄥˋ ㄘㄜˋ	歷史
環境史	12	ㄏㄨㄢˊ ㄐㄧㄥˋ ㄕˇ	歷史
發現	15	ㄈㄚ ㄒㄧㄢˋ	歷史
白蓮教	9	ㄅㄞˊ ㄌㄧㄢˊ ㄐㄧㄠˋ	歷史
皇民化	10	ㄏㄨㄤˊ ㄇㄧㄣˊ ㄏㄨㄚˋ	歷史
社會史	13	ㄕㄜˋ ㄏㄨㄟˋ ㄕˇ	歷史
社會結構	11	ㄕㄜˋ ㄏㄨㄟˋ ㄐㄧㄝˊ ㄍㄡˋ	歷史
禮樂制度	10	ㄌㄧˇ ㄩㄝˋ ㄓˋ ㄉㄨˋ	歷史
科學革命	12	ㄎㄜ ㄒㄩㄝˊ ㄍㄜˊ ㄇㄧㄥˋ	歷史
租庸調制	11	ㄗㄨ ㄩㄥ ㄉㄧㄠˋ ㄓˋ	歷史
秦代	11	ㄑㄧㄣˊ ㄉㄞˋ	歷史
秦漢時期	10	ㄑㄧㄣˊ ㄏㄢˋ ㄕˊ ㄑㄧˊ	歷史
移民實邊	11	ㄧˊ ㄇㄧㄣˊ ㄕˊ ㄅㄧㄢ	歷史
第一次	13	ㄉㄧˋ ㄧ ㄘˋ	歷史
第二次	12	ㄉㄧˋ ㄦˋ ㄘˋ	歷史
組織	16	ㄗㄨˇ ㄓ	歷史
絕對王權	12	ㄐㄩㄝˊ ㄉㄨㄟˋ ㄨㄤˊ ㄑㄩㄢˊ	歷史
絲綢之路	10	ㄙ ㄔㄡˊ ㄓ ㄌㄨˋ	歷史
經濟大	12	ㄐㄧㄥ ㄐㄧˋ ㄉㄚˋ	歷史
維也納	12	ㄨㄟˊ ㄧㄝˇ ㄋㄚˋ	歷史
總督府	11	ㄗㄨㄥˇ ㄉㄨ ㄈㄨˇ	歷史
羅馬共和	10	ㄌㄨㄛˊ ㄇㄚˇ ㄍㄨㄥˋ ㄏㄜˊ	歷史
羅馬法	11	ㄌㄨㄛˊ ㄇㄚˇ ㄈㄚˇ	歷史
羈縻政策	10	ㄐㄧ ㄇㄧˊ ㄓㄥˋ ㄘㄜˋ	歷史
美國革命	13	ㄇㄟˇ ㄍㄨㄛˊ ㄍㄜˊ ㄇㄧㄥˋ	歷史
義和團	10	ㄧˋ ㄏㄜˊ ㄊㄨㄢˊ	歷史
聯合國	13	ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ	歷史
臺灣	15	ㄊㄞˊ ㄨㄢ	歷史
臺灣史	10	ㄊㄞˊ ㄨㄢ ㄕˇ	歷史
興起	12	ㄒㄧㄥ ㄑㄧˇ	歷史
英國革命	12	ㄧㄥ ㄍㄨㄛˊ ㄍㄜˊ ㄇㄧㄥˋ	歷史
荷治時期	11	ㄏㄜˊ ㄓˋ ㄕˊ ㄑㄧˊ	歷史
莊園制度	10	ㄓㄨㄤ ㄩㄢˊ ㄓˋ ㄉㄨˋ	歷史
華沙公約	10	ㄏㄨㄚˊ ㄕㄚ ㄍㄨㄥ ㄩㄝ	歷史
蘇聯解體	11	ㄙㄨ ㄌㄧㄢˊ ㄐㄧㄝˇ ㄊㄧˇ	歷史
行會制度	10	ㄏㄤˊ ㄏㄨㄟˋ ㄓˋ ㄉㄨˋ	歷史
行省制度	10	ㄒㄧㄥˊ ㄕㄥˇ ㄓˋ ㄉㄨˋ	歷史
衛所制度	10	ㄨㄟˋ ㄙㄨㄛˇ ㄓˋ ㄉㄨˋ	歷史
西安事變	10	ㄒㄧ ㄢ ㄕˋ ㄅㄧㄢˋ	歷史
西治時期	12	ㄒㄧ ㄓˋ ㄕˊ ㄑㄧˊ	歷史
計畫	15	ㄐㄧˋ ㄏㄨㄚˋ	歷史
設置	13	ㄕㄜˋ ㄓˋ	歷史
請願	11	ㄑㄧㄥˇ ㄩㄢˋ	歷史
議會	13	ㄧˋ ㄏㄨㄟˋ	歷史
護法運動	10	ㄏㄨˋ ㄈㄚˇ ㄩㄣˋ ㄉㄨㄥˋ	歷史
變法	12	ㄅㄧㄢˋ ㄈㄚˇ	歷史
財政制度	11	ㄘㄞˊ ㄓㄥˋ ㄓˋ ㄉㄨˋ	歷史
賦稅制度	11	ㄈㄨˋ ㄕㄨㄟˋ ㄓˋ ㄉㄨˋ	歷史
起義	11	ㄑㄧˇ ㄧˋ	歷史
農業革命	11	ㄋㄨㄥˊ ㄧㄝˋ ㄍㄜˊ ㄇㄧㄥˋ	歷史
農民組合	11	ㄋㄨㄥˊ ㄇㄧㄣˊ ㄗㄨˇ ㄏㄜˊ	歷史
運動	19	ㄩㄣˋ ㄉㄨㄥˋ	歷史
選官制度	11	ㄒㄩㄢˇ ㄍㄨㄢ ㄓˋ ㄉㄨˋ	歷史
邊疆治理	9	ㄅㄧㄢ ㄐㄧㄤ ㄓˋ ㄌㄧˇ	歷史
郁永河	10	ㄩˋ ㄩㄥˇ ㄏㄜˊ	歷史
郡國並行	10	ㄐㄩㄣˋ ㄍㄨㄛˊ ㄅㄧㄥˋ ㄒㄧㄥˊ	歷史
里甲制度	12	ㄌㄧˇ ㄐㄧㄚˇ ㄓˋ ㄉㄨˋ	歷史
長沙會戰	9	ㄔㄤˊ ㄕㄚ ㄏㄨㄟˋ ㄓㄢˋ	歷史
開墾拓殖	10	ㄎㄞ ㄎㄣˇ ㄊㄨㄛˋ ㄓˊ	歷史
開山撫番	10	ㄎㄞ ㄕㄢ ㄈㄨˇ ㄈㄢ	歷史
開港通商	9	ㄎㄞ ㄍㄤˇ ㄊㄨㄥ ㄕㄤ	歷史
關稅自主	11	ㄍㄨㄢ ㄕㄨㄟˋ ㄗˋ ㄓㄨˇ	歷史
阿拉伯	12	ㄚ ㄌㄚ ㄅㄛˊ	歷史
隋代	11	ㄙㄨㄟˊ ㄉㄞˋ	歷史
隋唐時期	10	ㄙㄨㄟˊ ㄊㄤˊ ㄕˊ ㄑㄧˊ	歷史
雅典民主	10	ㄧㄚˇ ㄉㄧㄢˇ ㄇㄧㄣˊ ㄓㄨˇ	歷史
集體記憶	11	ㄐㄧˊ ㄊㄧˇ ㄐㄧˋ ㄧˋ	歷史
霧社事件	10	ㄨˋ ㄕㄜˋ ㄕˋ ㄐㄧㄢˋ	歷史
飛彈	13	ㄈㄟ ㄉㄢˋ	歷史
馬克思	10	ㄇㄚˇ ㄎㄜˋ ㄙ	歷史
馬歇爾	13	ㄇㄚˇ ㄒㄧㄝ ㄦˇ	歷史
騎士制度	10	ㄑㄧˊ ㄕˋ ㄓˋ ㄉㄨˋ	歷史
體系	16	ㄊㄧˇ ㄒㄧˋ	歷史
魏晉	11	ㄨㄟˋ ㄐㄧㄣˋ	歷史
