詞	詞頻	注音	分類
趨勢分析	17	ㄑㄩ ㄕˋ ㄈㄣ ㄒㄧ	財會金融
轉換	13	ㄓㄨㄢˇ ㄏㄨㄢˋ	財會金融
速動比率	12	ㄙㄨˋ ㄉㄨㄥˋ ㄅㄧˇ ㄌㄩˋ	財會金融
週期	12	ㄓㄡ ㄑㄧˊ	財會金融
週轉率	13	ㄓㄡ ㄓㄨㄢˇ ㄌㄩˋ	財會金融
遞延所得稅	3	ㄉㄧˋ ㄧㄢˊ ㄙㄨㄛˇ ㄉㄜˊ ㄕㄨㄟˋ	財會金融
重大性原則	4	ㄓㄨㄥˋ ㄉㄚˋ ㄒㄧㄥˋ ㄩㄢˊ ㄗㄜˊ	財會金融
金融	14	ㄐㄧㄣ ㄖㄨㄥˊ	財會金融
附註	10	ㄈㄨˋ ㄓㄨˋ	財會金融
非流動負債	5	ㄈㄟ ㄌㄧㄡˊ ㄉㄨㄥˋ ㄈㄨˋ ㄓㄞˋ	財會金融
非流動資產	5	ㄈㄟ ㄌㄧㄡˊ ㄉㄨㄥˋ ㄗ ㄔㄢˇ	財會金融
非營利會計	5	ㄈㄟ ㄧㄥˊ ㄌㄧˋ ㄎㄨㄞˋ ㄐㄧˋ	財會金融
非系統風險	5	ㄈㄟ ㄒㄧˋ ㄊㄨㄥˇ ㄈㄥ ㄒㄧㄢˇ	財會金融
非預期損失	5	ㄈㄟ ㄩˋ ㄑㄧˊ ㄙㄨㄣˇ ㄕ	財會金融
預測	17	ㄩˋ ㄘㄜˋ	財會金融
預算管理	17	ㄩˋ ㄙㄨㄢˋ ㄍㄨㄢˇ ㄌㄧˇ	財會金融
風險	17	ㄈㄥ ㄒㄧㄢˇ	財會金融
風險評估	17	ㄈㄥ ㄒㄧㄢˇ ㄆㄧㄥˊ ㄍㄨ	財會金融
