詞	詞頻	注音	分類
清理計畫	12	ㄑㄧㄥ ㄌㄧˇ ㄐㄧˋ ㄏㄨㄚˋ	環境能源
減量	12	ㄐㄧㄢˇ ㄌㄧㄤˋ	環境能源
減量管理	14	ㄐㄧㄢˇ ㄌㄧㄤˋ ㄍㄨㄢˇ ㄌㄧˇ	環境能源
溫室氣體	14	ㄨㄣ ㄕˋ ㄑㄧˋ ㄊㄧˇ	環境能源
濕式	11	ㄕ ㄕˋ	環境能源
燃料電池	10	ㄖㄢˊ ㄌㄧㄠˋ ㄉㄧㄢˋ ㄔˊ	環境能源
環境	15	ㄏㄨㄢˊ ㄐㄧㄥˋ	環境能源
環境噪音	15	ㄏㄨㄢˊ ㄐㄧㄥˋ ㄗㄠˋ ㄧㄣ	環境能源
環境工程	13	ㄏㄨㄢˊ ㄐㄧㄥˋ ㄍㄨㄥ ㄔㄥˊ	環境能源
環境監測	13	ㄏㄨㄢˊ ㄐㄧㄥˋ ㄐㄧㄢ ㄘㄜˋ	環境能源
環境管理	13	ㄏㄨㄢˊ ㄐㄧㄥˋ ㄍㄨㄢˇ ㄌㄧˇ	環境能源
生態環境	14	ㄕㄥ ㄊㄞˋ ㄏㄨㄢˊ ㄐㄧㄥˋ	環境能源
生物膜法	12	ㄕㄥ ㄨˋ ㄇㄛˋ ㄈㄚˇ	環境能源
產品碳	12	ㄔㄢˇ ㄆㄧㄣˇ ㄊㄢˋ	環境能源
當量	11	ㄉㄤ ㄌㄧㄤˋ	環境能源
監測	16	ㄐㄧㄢ ㄘㄜˋ	環境能源
盤查	16	ㄆㄢˊ ㄔㄚˊ	環境能源
目標	14	ㄇㄨˋ ㄅㄧㄠ	環境能源
硫氧化物	10	ㄌㄧㄡˊ ㄧㄤˇ ㄏㄨㄚˋ ㄨˋ	環境能源
碳排放	14	ㄊㄢˋ ㄆㄞˊ ㄈㄤˋ	環境能源
科學	14	ㄎㄜ ㄒㄩㄝˊ	環境能源
移動	13	ㄧˊ ㄉㄨㄥˋ	環境能源
稽核	15	ㄐㄧ ㄏㄜˊ	環境能源
空氣	16	ㄎㄨㄥ ㄑㄧˋ	環境能源
空氣品質	14	ㄎㄨㄥ ㄑㄧˋ ㄆㄧㄣˇ ㄓˊ	環境能源
空氣污染	11	ㄎㄨㄥ ㄑㄧˋ ㄨ ㄖㄢˇ	環境能源
空污	12	ㄎㄨㄥ ㄨ	環境能源
符合性	13	ㄈㄨˊ ㄏㄜˊ ㄒㄧㄥˋ	環境能源
管理	18	ㄍㄨㄢˇ ㄌㄧˇ	環境能源
節能診斷	12	ㄐㄧㄝˊ ㄋㄥˊ ㄓㄣˇ ㄉㄨㄢˋ	環境能源
範疇一	10	ㄈㄢˋ ㄔㄡˊ ㄧ	環境能源
範疇三	10	ㄈㄢˋ ㄔㄡˊ ㄙㄢ	環境能源
範疇二	10	ㄈㄢˋ ㄔㄡˊ ㄦˋ	環境能源
紫外線	11	ㄗˇ ㄨㄞˋ ㄒㄧㄢˋ	環境能源
細懸浮	12	ㄒㄧˋ ㄒㄩㄢˊ ㄈㄨˊ	環境能源
組織碳	12	ㄗㄨˇ ㄓ ㄊㄢˋ	環境能源
綠色化學	11	ㄌㄩˋ ㄙㄜˋ ㄏㄨㄚˋ ㄒㄩㄝˊ	環境能源
總有機碳	10	ㄗㄨㄥˇ ㄧㄡˇ ㄐㄧ ㄊㄢˋ	環境能源
績效指標	13	ㄐㄧ ㄒㄧㄠˋ ㄓˇ ㄅㄧㄠ	環境能源
能源	17	ㄋㄥˊ ㄩㄢˊ	環境能源
能源使用	14	ㄋㄥˊ ㄩㄢˊ ㄕˇ ㄩㄥˋ	環境能源
能源效率	11	ㄋㄥˊ ㄩㄢˊ ㄒㄧㄠˋ ㄌㄩˋ	環境能源
能源查核	11	ㄋㄥˊ ㄩㄢˊ ㄔㄚˊ ㄏㄜˊ	環境能源
能源管理	12	ㄋㄥˊ ㄩㄢˊ ㄍㄨㄢˇ ㄌㄧˇ	環境能源
膜生物	11	ㄇㄛˊ ㄕㄥ ㄨˋ	環境能源
臭氧消毒	10	ㄔㄡˋ ㄧㄤˇ ㄒㄧㄠ ㄉㄨˊ	環境能源
虛擬電廠	11	ㄒㄩ ㄋㄧˇ ㄉㄧㄢˋ ㄔㄤˇ	環境能源
袋式	11	ㄉㄞˋ ㄕˋ	環境能源
觸媒	12	ㄔㄨˋ ㄇㄟˊ	環境能源
設備	14	ㄕㄜˋ ㄅㄟˋ	環境能源
資料分析	14	ㄗ ㄌㄧㄠˋ ㄈㄣ ㄒㄧ	環境能源
資源垃圾	12	ㄗ ㄩㄢˊ ㄌㄜˋ ㄙㄜˋ	環境能源
資源循環	12	ㄗ ㄩㄢˊ ㄒㄩㄣˊ ㄏㄨㄢˊ	環境能源
足跡	12	ㄗㄨˊ ㄐㄧ	環境能源
輔助服務	11	ㄈㄨˇ ㄓㄨˋ ㄈㄨˊ ㄨˋ	環境能源
輸電線路	10	ㄕㄨ ㄉㄧㄢˋ ㄒㄧㄢˋ ㄌㄨˋ	環境能源
轉型風險	11	ㄓㄨㄢˇ ㄒㄧㄥˊ ㄈㄥ ㄒㄧㄢˇ	環境能源
逆變器	11	ㄋㄧˋ ㄅㄧㄢˋ ㄑㄧˋ	環境能源
逸散	10	ㄧˋ ㄙㄢˋ	環境能源
選擇性	12	ㄒㄩㄢˇ ㄗㄜˊ ㄒㄧㄥˋ	環境能源
還原	12	ㄏㄨㄢˊ ㄩㄢˊ	環境能源
配電饋線	11	ㄆㄟˋ ㄉㄧㄢˋ ㄎㄨㄟˋ ㄒㄧㄢˋ	環境能源
防制	12	ㄈㄤˊ ㄓˋ	環境能源
陸域風電	12	ㄌㄨˋ ㄩˋ ㄈㄥ ㄉㄧㄢˋ	環境能源
集塵器	12	ㄐㄧˊ ㄔㄣˊ ㄑㄧˋ	環境能源
離岸風電	11	ㄌㄧˊ ㄢˋ ㄈㄥ ㄉㄧㄢˋ	環境能源
離峰負載	12	ㄌㄧˊ ㄈㄥ ㄈㄨˋ ㄗㄞˇ	環境能源
電力市場	11	ㄉㄧㄢˋ ㄌㄧˋ ㄕˋ ㄔㄤˇ	環境能源
電器	11	ㄉㄧㄢˋ ㄑㄧˋ	環境能源
電壓調整	10	ㄉㄧㄢˋ ㄧㄚ ㄊㄧㄠˊ ㄓㄥˇ	環境能源
電池儲能	11	ㄉㄧㄢˋ ㄔˊ ㄔㄨˇ ㄋㄥˊ	環境能源
需求反應	12	ㄒㄩ ㄑㄧㄡˊ ㄈㄢˇ ㄧㄥˋ	環境能源
靜電	10	ㄐㄧㄥˋ ㄉㄧㄢˋ	環境能源
非選擇性	11	ㄈㄟ ㄒㄩㄢˇ ㄗㄜˊ ㄒㄧㄥˋ	環境能源
風險評估	16	ㄈㄥ ㄒㄧㄢˇ ㄆㄧㄥˊ ㄍㄨ	環境能源
