詞	詞頻	注音	分類
掃碼支付	10	ㄙㄠˇ ㄇㄚˇ ㄓ ㄈㄨˋ	一般
排球少年	13	ㄆㄞˊ ㄑㄧㄡˊ ㄕㄠˋ ㄋㄧㄢˊ	一般
接案	22	ㄐㄧㄝ ㄢˋ	一般
提示工程	13	ㄊㄧˊ ㄕˋ ㄍㄨㄥ ㄔㄥˊ	一般
提示詞	9	ㄊㄧˊ ㄕˋ ㄘˊ	一般
數位帳戶	18	ㄕㄨˋ ㄨㄟˋ ㄓㄤˋ ㄏㄨˋ	一般
數位貨幣	14	ㄕㄨˋ ㄨㄟˋ ㄏㄨㄛˋ ㄅㄧˋ	一般
數位轉型	16	ㄕㄨˋ ㄨㄟˋ ㄓㄨㄢˇ ㄒㄧㄥˊ	一般
數據分析	18	ㄕㄨˋ ㄐㄩˋ ㄈㄣ ㄒㄧ	一般
斜槓	18	ㄒㄧㄝˊ ㄍㄤˋ	一般
新冠疫情	18	ㄒㄧㄣ ㄍㄨㄢˋ ㄧˋ ㄑㄧㄥˊ	一般
新創公司	18	ㄒㄧㄣ ㄔㄨㄤˋ ㄍㄨㄥ ㄙ	一般
晶片	13	ㄐㄧㄥ ㄆㄧㄢˋ	一般
梗圖	18	ㄍㄥˇ ㄊㄨˊ	一般
條碼支付	8	ㄊㄧㄠˊ ㄇㄚˇ ㄓ ㄈㄨˋ	一般
模型	22	ㄇㄛˊ ㄒㄧㄥˊ	一般
模型推論	13	ㄇㄛˊ ㄒㄧㄥˊ ㄊㄨㄟ ㄌㄨㄣˋ	一般
模型訓練	8	ㄇㄛˊ ㄒㄧㄥˊ ㄒㄩㄣˋ ㄌㄧㄢˋ	一般
機器人	18	ㄐㄧ ㄑㄧˋ ㄖㄣˊ	一般
檔案	14	ㄉㄤˇ ㄢˋ	一般
比特幣	25	ㄅㄧˇ ㄊㄜˋ ㄅㄧˋ	一般
油電車	18	ㄧㄡˊ ㄉㄧㄢˋ ㄔㄜ	一般
淨零	25	ㄐㄧㄥˋ ㄌㄧㄥˊ	一般
淨零排放	18	ㄐㄧㄥˋ ㄌㄧㄥˊ ㄆㄞˊ ㄈㄤˋ	一般
深度學習	18	ㄕㄣ ㄉㄨˋ ㄒㄩㄝˊ ㄒㄧˊ	一般
混合辦公	8	ㄏㄨㄣˋ ㄏㄜˊ ㄅㄢˋ ㄍㄨㄥ	一般
版本控制	9	ㄅㄢˇ ㄅㄣˇ ㄎㄨㄥˋ ㄓˋ	一般
物聯網	16	ㄨˋ ㄌㄧㄢˊ ㄨㄤˇ	一般
生成式	27	ㄕㄥ ㄔㄥˊ ㄕˋ	一般
皮克敏	12	ㄆㄧˊ ㄎㄜˋ ㄇㄧㄣˇ	一般
直播主	20	ㄓˊ ㄅㄛ ㄓㄨˇ	一般
短影片	28	ㄉㄨㄢˇ ㄧㄥˇ ㄆㄧㄢˋ	一般
短影音	30	ㄉㄨㄢˇ ㄧㄥˇ ㄧㄣ	一般
碳中和	18	ㄊㄢˋ ㄓㄨㄥ ㄏㄜˊ	一般
碳權	14	ㄊㄢˋ ㄑㄩㄢˊ	一般
碳費	10	ㄊㄢˋ ㄈㄟˋ	一般
社群媒體	45	ㄕㄜˋ ㄑㄩㄣˊ ㄇㄟˊ ㄊㄧˇ	一般
社群平台	35	ㄕㄜˋ ㄑㄩㄣˊ ㄆㄧㄥˊ ㄊㄞˊ	一般
社群網站	24	ㄕㄜˋ ㄑㄩㄣˊ ㄨㄤˇ ㄓㄢˋ	一般
神經網路	16	ㄕㄣˊ ㄐㄧㄥ ㄨㄤˇ ㄌㄨˋ	一般
管理器	12	ㄍㄨㄢˇ ㄌㄧˇ ㄑㄧˋ	一般
紀錄器	16	ㄐㄧˋ ㄌㄨˋ ㄑㄧˋ	一般
純網銀	14	ㄔㄨㄣˊ ㄨㄤˇ ㄧㄣˊ	一般
素養題	16	ㄙㄨˋ ㄧㄤˇ ㄊㄧˊ	一般
索尼	28	ㄙㄨㄛˇ ㄋㄧˊ	一般
綠能	35	ㄌㄩˋ ㄋㄥˊ	一般
網紅	38	ㄨㄤˇ ㄏㄨㄥˊ	一般
網購	55	ㄨㄤˇ ㄍㄡˋ	一般
網路攻擊	18	ㄨㄤˇ ㄌㄨˋ ㄍㄨㄥ ㄐㄧˊ	一般
網路銀行	28	ㄨㄤˇ ㄌㄨˋ ㄧㄣˊ ㄏㄤˊ	一般
線上學習	20	ㄒㄧㄢˋ ㄕㄤˋ ㄒㄩㄝˊ ㄒㄧˊ	一般
線上客服	18	ㄒㄧㄢˋ ㄕㄤˋ ㄎㄜˋ ㄈㄨˊ	一般
繁星推薦	22	ㄈㄢˊ ㄒㄧㄥ ㄊㄨㄟ ㄐㄧㄢˋ	一般
聊天	18	ㄌㄧㄠˊ ㄊㄧㄢ	一般
臉書	35	ㄌㄧㄢˇ ㄕㄨ	一般
自媒體	22	ㄗˋ ㄇㄟˊ ㄊㄧˇ	一般
自然	15	ㄗˋ ㄖㄢˊ	一般
自由	15	ㄗˋ ㄧㄡˊ	一般
自駕車	15	ㄗˋ ㄐㄧㄚˋ ㄔㄜ	一般
航海王	12	ㄏㄤˊ ㄏㄞˇ ㄨㄤˊ	一般
英偉達	8	ㄧㄥ ㄨㄟˇ ㄉㄚˊ	一般
薩爾達	15	ㄙㄚˋ ㄦˇ ㄉㄚˊ	一般
處理	15	ㄔㄨˇ ㄌㄧˇ	一般
虛擬	14	ㄒㄩ ㄋㄧˇ	一般
虛擬貨幣	18	ㄒㄩ ㄋㄧˇ ㄏㄨㄛˋ ㄅㄧˋ	一般
蝦皮	35	ㄒㄧㄚ ㄆㄧˊ	一般
行動應用	10	ㄒㄧㄥˊ ㄉㄨㄥˋ ㄧㄥˋ ㄩㄥˋ	一般
行動支付	35	ㄒㄧㄥˊ ㄉㄨㄥˋ ㄓ ㄈㄨˋ	一般
行動銀行	22	ㄒㄧㄥˊ ㄉㄨㄥˋ ㄧㄣˊ ㄏㄤˊ	一般
行車	16	ㄒㄧㄥˊ ㄔㄜ	一般
街口支付	10	ㄐㄧㄝ ㄎㄡˇ ㄓ ㄈㄨˋ	一般
被動投資	10	ㄅㄟˋ ㄉㄨㄥˋ ㄊㄡˊ ㄗ	一般
視訊看診	13	ㄕˋ ㄒㄩㄣˋ ㄎㄢˋ ㄓㄣˇ	一般
角落生物	13	ㄐㄧㄠˇ ㄌㄨㄛˋ ㄕㄥ ㄨˋ	一般
訂閱制	20	ㄉㄧㄥˋ ㄩㄝˋ ㄓˋ	一般
語言	17	ㄩˇ ㄧㄢˊ	一般
語言模型	16	ㄩˇ ㄧㄢˊ ㄇㄛˊ ㄒㄧㄥˊ	一般
課綱	45	ㄎㄜˋ ㄍㄤ	一般
警報	12	ㄐㄧㄥˇ ㄅㄠˋ	一般
貼文	45	ㄊㄧㄝ ㄨㄣˊ	一般
資料外洩	16	ㄗ ㄌㄧㄠˋ ㄨㄞˋ ㄒㄧㄝˋ	一般
資料科學	12	ㄗ ㄌㄧㄠˋ ㄎㄜ ㄒㄩㄝˊ	一般
資訊安全	40	ㄗ ㄒㄩㄣˋ ㄢ ㄑㄩㄢˊ	一般
超商取貨	25	ㄔㄠ ㄕㄤ ㄑㄩˇ ㄏㄨㄛˋ	一般
輔助駕駛	18	ㄈㄨˇ ㄓㄨˋ ㄐㄧㄚˋ ㄕˇ	一般
迷因	20	ㄇㄧˊ ㄧㄣ	一般
進擊	14	ㄐㄧㄣˋ ㄐㄧˊ	一般
遠距工作	18	ㄩㄢˇ ㄐㄩˋ ㄍㄨㄥ ㄗㄨㄛˋ	一般
遠距醫療	10	ㄩㄢˇ ㄐㄩˋ ㄧ ㄌㄧㄠˊ	一般
邊緣運算	8	ㄅㄧㄢ ㄩㄢˊ ㄩㄣˋ ㄙㄨㄢˋ	一般
酷澎	12	ㄎㄨˋ ㄆㄥˊ	一般
醫療口罩	18	ㄧ ㄌㄧㄠˊ ㄎㄡˇ ㄓㄠˋ	一般
量子運算	14	ㄌㄧㄤˋ ㄗˇ ㄩㄣˋ ㄙㄨㄢˋ	一般
金融科技	12	ㄐㄧㄣ ㄖㄨㄥˊ ㄎㄜ ㄐㄧˋ	一般
釣魚簡訊	12	ㄉㄧㄠˋ ㄩˊ ㄐㄧㄢˇ ㄒㄩㄣˋ	一般
釣魚郵件	10	ㄉㄧㄠˋ ㄩˊ ㄧㄡˊ ㄐㄧㄢˋ	一般
長新冠	8	ㄓㄤˇ ㄒㄧㄣ ㄍㄨㄢˋ	一般
長照	40	ㄔㄤˊ ㄓㄠˋ	一般
長照服務	18	ㄔㄤˊ ㄓㄠˋ ㄈㄨˊ ㄨˋ	一般
開源模型	14	ㄎㄞ ㄩㄢˊ ㄇㄛˊ ㄒㄧㄥˊ	一般
開源軟體	18	ㄎㄞ ㄩㄢˊ ㄖㄨㄢˇ ㄊㄧˇ	一般
間諜	13	ㄐㄧㄢˋ ㄉㄧㄝˊ	一般
限時動態	18	ㄒㄧㄢˋ ㄕˊ ㄉㄨㄥˋ ㄊㄞˋ	一般
雙重驗證	13	ㄕㄨㄤ ㄔㄨㄥˊ ㄧㄢˋ ㄓㄥˋ	一般
雲端服務	20	ㄩㄣˊ ㄉㄨㄢ ㄈㄨˊ ㄨˋ	一般
雲端發票	18	ㄩㄣˊ ㄉㄨㄢ ㄈㄚ ㄆㄧㄠˋ	一般
雲端運算	18	ㄩㄣˊ ㄉㄨㄢ ㄩㄣˋ ㄙㄨㄢˋ	一般
零信任	13	ㄌㄧㄥˊ ㄒㄧㄣˋ ㄖㄣˋ	一般
電動機車	24	ㄉㄧㄢˋ ㄉㄨㄥˋ ㄐㄧ ㄔㄜ	一般
電子支付	28	ㄉㄧㄢˋ ㄗˇ ㄓ ㄈㄨˋ	一般
電子發票	55	ㄉㄧㄢˋ ㄗˇ ㄈㄚ ㄆㄧㄠˋ	一般
電腦視覺	10	ㄉㄧㄢˋ ㄋㄠˇ ㄕˋ ㄐㄩㄝˊ	一般
驗證	14	ㄧㄢˋ ㄓㄥˋ	一般
高齡化	30	ㄍㄠ ㄌㄧㄥˊ ㄏㄨㄚˋ	一般
鬼滅之刃	10	ㄍㄨㄟˇ ㄇㄧㄝˋ ㄓ ㄖㄣˋ	一般
