詞	詞頻	注音	分類
自由貿易	12	ㄗˋ ㄧㄡˊ ㄇㄠˋ ㄧˋ	交通物流
自行車運輸	4	ㄗˋ ㄒㄧㄥˊ ㄔㄜ ㄩㄣˋ ㄕㄨ	交通物流
航空保安	11	ㄏㄤˊ ㄎㄨㄥ ㄅㄠˇ ㄢ	交通物流
航空貨運	11	ㄏㄤˊ ㄎㄨㄥ ㄏㄨㄛˋ ㄩㄣˋ	交通物流
行車	13	ㄒㄧㄥˊ ㄔㄜ	交通物流
規則	13	ㄍㄨㄟ ㄗㄜˊ	交通物流
評估	15	ㄆㄧㄥˊ ㄍㄨ	交通物流
識別	12	ㄕˋ ㄅㄧㄝˊ	交通物流
路口	14	ㄌㄨˋ ㄎㄡˇ	交通物流
路線規劃	14	ㄌㄨˋ ㄒㄧㄢˋ ㄍㄨㄟ ㄏㄨㄚˋ	交通物流
轉運站	14	ㄓㄨㄢˇ ㄩㄣˋ ㄓㄢˋ	交通物流
運輸	17	ㄩㄣˋ ㄕㄨ	交通物流
運輸系統	13	ㄩㄣˋ ㄕㄨ ㄒㄧˋ ㄊㄨㄥˇ	交通物流
道路	14	ㄉㄠˋ ㄌㄨˋ	交通物流
配送車隊	14	ㄆㄟˋ ㄙㄨㄥˋ ㄔㄜ ㄉㄨㄟˋ	交通物流
鐵路	14	ㄊㄧㄝˇ ㄌㄨˋ	交通物流
門式起重機	5	ㄇㄣˊ ㄕˋ ㄑㄧˇ ㄓㄨㄥˋ ㄐㄧ	交通物流
防護	11	ㄈㄤˊ ㄏㄨˋ	交通物流
需求	17	ㄒㄩ ㄑㄧㄡˊ	交通物流
需求預測	13	ㄒㄩ ㄑㄧㄡˊ ㄩˋ ㄘㄜˋ	交通物流
風險管理	14	ㄈㄥ ㄒㄧㄢˇ ㄍㄨㄢˇ ㄌㄧˇ	交通物流
飛航情報區	4	ㄈㄟ ㄏㄤˊ ㄑㄧㄥˊ ㄅㄠˋ ㄑㄩ	交通物流
