詞	詞頻	注音	分類
溶劑回收	10	ㄖㄨㄥˊ ㄐㄧˋ ㄏㄨㄟˊ ㄕㄡ	材料化工
滴定	11	ㄉㄧ ㄉㄧㄥˋ	材料化工
熱交換器	12	ㄖㄜˋ ㄐㄧㄠ ㄏㄨㄢˋ ㄑㄧˋ	材料化工
熱固性塑膠	5	ㄖㄜˋ ㄍㄨˋ ㄒㄧㄥˋ ㄙㄨˋ ㄐㄧㄠ	材料化工
熱塑性塑膠	5	ㄖㄜˋ ㄙㄨˋ ㄒㄧㄥˋ ㄙㄨˋ ㄐㄧㄠ	材料化工
熱性質	14	ㄖㄜˋ ㄒㄧㄥˋ ㄓˋ	材料化工
熱處理	14	ㄖㄜˋ ㄔㄨˇ ㄌㄧˇ	材料化工
熱重分析	13	ㄖㄜˋ ㄓㄨㄥˋ ㄈㄣ ㄒㄧ	材料化工
熱量傳遞	10	ㄖㄜˋ ㄌㄧㄤˋ ㄔㄨㄢˊ ㄉㄧˋ	材料化工
熱電材料	10	ㄖㄜˋ ㄉㄧㄢˋ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
燃料電池	10	ㄖㄢˊ ㄌㄧㄠˋ ㄉㄧㄢˋ ㄔˊ	材料化工
玻璃	15	ㄅㄛ ㄌㄧˊ	材料化工
玻璃熱性質	4	ㄅㄛ ㄌㄧˊ ㄖㄜˋ ㄒㄧㄥˋ ㄓˋ	材料化工
玻璃熱處理	4	ㄅㄛ ㄌㄧˊ ㄖㄜˋ ㄔㄨˇ ㄌㄧˇ	材料化工
生醫材料	13	ㄕㄥ ㄧ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
疲勞測試	16	ㄆㄧˊ ㄌㄠˊ ㄘㄜˋ ㄕˋ	材料化工
疲勞試驗	10	ㄆㄧˊ ㄌㄠˊ ㄕˋ ㄧㄢˋ	材料化工
破壞韌性	11	ㄆㄛˋ ㄏㄨㄞˋ ㄖㄣˋ ㄒㄧㄥˋ	材料化工
硬度試驗	10	ㄧㄥˋ ㄉㄨˋ ㄕˋ ㄧㄢˋ	材料化工
穿透式	9	ㄔㄨㄢ ㄊㄡˋ ㄕˋ	材料化工
管式反應器	5	ㄍㄨㄢˇ ㄕˋ ㄈㄢˇ ㄧㄥˋ ㄑㄧˋ	材料化工
紅外光譜	8	ㄏㄨㄥˊ ㄨㄞˋ ㄍㄨㄤ ㄆㄨˇ	材料化工
細晶強化	12	ㄒㄧˋ ㄐㄧㄥ ㄑㄧㄤˊ ㄏㄨㄚˋ	材料化工
結構材料	12	ㄐㄧㄝˊ ㄍㄡˋ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
維氏硬度	12	ㄨㄟˊ ㄕˋ ㄧㄥˋ ㄉㄨˋ	材料化工
縮合聚合	11	ㄙㄨㄛ ㄏㄜˊ ㄐㄩˋ ㄏㄜˊ	材料化工
聚碳酸酯	11	ㄐㄩˋ ㄊㄢˋ ㄙㄨㄢ ㄓˇ	材料化工
腐蝕	13	ㄈㄨˇ ㄕˊ	材料化工
腐蝕測試	16	ㄈㄨˇ ㄕˊ ㄘㄜˋ ㄕˋ	材料化工
腐蝕防護	10	ㄈㄨˇ ㄕˊ ㄈㄤˊ ㄏㄨˋ	材料化工
自由基聚合	3	ㄗˋ ㄧㄡˊ ㄐㄧ ㄐㄩˋ ㄏㄜˊ	材料化工
薄膜材料	12	ㄅㄛˊ ㄇㄛˊ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
蠕變試驗	10	ㄖㄨˊ ㄅㄧㄢˋ ㄕˋ ㄧㄢˋ	材料化工
衝擊試驗	11	ㄔㄨㄥ ㄐㄧˊ ㄕˋ ㄧㄢˋ	材料化工
表面處理	15	ㄅㄧㄠˇ ㄇㄧㄢˋ ㄔㄨˇ ㄌㄧˇ	材料化工
裂紋	9	ㄌㄧㄝˋ ㄨㄣˊ	材料化工
複合材料	12	ㄈㄨˋ ㄏㄜˊ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
試驗	17	ㄕˋ ㄧㄢˋ	材料化工
質量傳遞	10	ㄓˊ ㄌㄧㄤˋ ㄔㄨㄢˊ ㄉㄧˋ	材料化工
質點缺陷	9	ㄓˊ ㄉㄧㄢˇ ㄑㄩㄝ ㄒㄧㄢˋ	材料化工
超導材料	10	ㄔㄠ ㄉㄠˇ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
轉換	13	ㄓㄨㄢˇ ㄏㄨㄢˋ	材料化工
轉移溫度	11	ㄓㄨㄢˇ ㄧˊ ㄨㄣ ㄉㄨˋ	材料化工
速率常數	10	ㄙㄨˋ ㄌㄩˋ ㄔㄤˊ ㄕㄨˋ	材料化工
連續	14	ㄌㄧㄢˊ ㄒㄩˋ	材料化工
配位聚合	12	ㄆㄟˋ ㄨㄟˋ ㄐㄩˋ ㄏㄜˊ	材料化工
酸鹼平衡	10	ㄙㄨㄢ ㄐㄧㄢˇ ㄆㄧㄥˊ ㄏㄥˊ	材料化工
酸鹼滴定	9	ㄙㄨㄢ ㄐㄧㄢˇ ㄉㄧ ㄉㄧㄥˋ	材料化工
量熱法	12	ㄌㄧㄤˋ ㄖㄜˋ ㄈㄚˇ	材料化工
金屬間	11	ㄐㄧㄣ ㄕㄨˇ ㄐㄧㄢ	材料化工
金相分析	11	ㄐㄧㄣ ㄒㄧㄤˋ ㄈㄣ ㄒㄧ	材料化工
鈦合金	13	ㄊㄞˋ ㄏㄜˊ ㄐㄧㄣ	材料化工
銅合金	14	ㄊㄨㄥˊ ㄏㄜˊ ㄐㄧㄣ	材料化工
鋁合金	13	ㄌㄩˇ ㄏㄜˊ ㄐㄧㄣ	材料化工
鋼材	12	ㄍㄤ ㄘㄞˊ	材料化工
鋼材熱性質	3	ㄍㄤ ㄘㄞˊ ㄖㄜˋ ㄒㄧㄥˋ ㄓˋ	材料化工
鋼材熱處理	2	ㄍㄤ ㄘㄞˊ ㄖㄜˋ ㄔㄨˇ ㄌㄧˇ	材料化工
鎳基合金	12	ㄋㄧㄝˋ ㄐㄧ ㄏㄜˊ ㄐㄧㄣ	材料化工
間隙原子	9	ㄐㄧㄢˋ ㄒㄧˋ ㄩㄢˊ ㄗˇ	材料化工
阿瑞尼士	12	ㄚ ㄖㄨㄟˋ ㄋㄧˊ ㄕˋ	材料化工
陰極防蝕	9	ㄧㄣ ㄐㄧˊ ㄈㄤˊ ㄕˊ	材料化工
陶瓷	15	ㄊㄠˊ ㄘˊ	材料化工
陶瓷材料	10	ㄊㄠˊ ㄘˊ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
陶瓷熱性質	3	ㄊㄠˊ ㄘˊ ㄖㄜˋ ㄒㄧㄥˋ ㄓˋ	材料化工
陶瓷熱處理	3	ㄊㄠˊ ㄘˊ ㄖㄜˋ ㄔㄨˇ ㄌㄧˇ	材料化工
陽極保護	10	ㄧㄤˊ ㄐㄧˊ ㄅㄠˇ ㄏㄨˋ	材料化工
離子交換	10	ㄌㄧˊ ㄗˇ ㄐㄧㄠ ㄏㄨㄢˋ	材料化工
電子	15	ㄉㄧㄢˋ ㄗˇ	材料化工
電性分析	16	ㄉㄧㄢˋ ㄒㄧㄥˋ ㄈㄣ ㄒㄧ	材料化工
電池材料	13	ㄉㄧㄢˋ ㄔˊ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
顯微鏡	13	ㄒㄧㄢˇ ㄨㄟˊ ㄐㄧㄥˋ	材料化工
高分子	13	ㄍㄠ ㄈㄣ ㄗˇ	材料化工
高分子材料	3	ㄍㄠ ㄈㄣ ㄗˇ ㄘㄞˊ ㄌㄧㄠˋ	材料化工
高分子聚合	2	ㄍㄠ ㄈㄣ ㄗˇ ㄐㄩˋ ㄏㄜˊ	材料化工
