詞	詞頻	注音	分類
糾纏態	11	ㄐㄧㄡ ㄔㄢˊ ㄊㄞˋ	科學
細胞	15	ㄒㄧˋ ㄅㄠ	科學
細胞骨架	11	ㄒㄧˋ ㄅㄠ ㄍㄨˇ ㄐㄧㄚˋ	科學
統計力學	11	ㄊㄨㄥˇ ㄐㄧˋ ㄌㄧˋ ㄒㄩㄝˊ	科學
膠體化學	10	ㄐㄧㄠ ㄊㄧˇ ㄏㄨㄚˋ ㄒㄩㄝˊ	科學
自旋	13	ㄗˋ ㄒㄩㄢˊ	科學
自由能	13	ㄗˋ ㄧㄡˊ ㄋㄥˊ	科學
莫耳濃度	12	ㄇㄛˋ ㄦˇ ㄋㄨㄥˊ ㄉㄨˋ	科學
薛丁格	10	ㄒㄩㄝ ㄉㄧㄥ ㄍㄜˊ	科學
蛋白質	12	ㄉㄢˋ ㄅㄞˊ ㄓˊ	科學
表面化學	10	ㄅㄧㄠˇ ㄇㄧㄢˋ ㄏㄨㄚˋ ㄒㄩㄝˊ	科學
路易士	9	ㄌㄨˋ ㄧˋ ㄕˋ	科學
轉譯	11	ㄓㄨㄢˇ ㄧˋ	科學
過渡態	11	ㄍㄨㄛˋ ㄉㄨˋ ㄊㄞˋ	科學
過程	19	ㄍㄨㄛˋ ㄔㄥˊ	科學
選擇定則	12	ㄒㄩㄢˇ ㄗㄜˊ ㄉㄧㄥˋ ㄗㄜˊ	科學
遺傳	13	ㄧˊ ㄔㄨㄢˊ	科學
遺傳漂變	11	ㄧˊ ㄔㄨㄢˊ ㄆㄧㄠˋ ㄅㄧㄢˋ	科學
都卜勒	10	ㄉㄨ ㄅㄨˇ ㄌㄜˋ	科學
配位化學	12	ㄆㄟˋ ㄨㄟˋ ㄏㄨㄚˋ ㄒㄩㄝˊ	科學
酸鹼	14	ㄙㄨㄢ ㄐㄧㄢˇ	科學
酸鹼理論	10	ㄙㄨㄢ ㄐㄧㄢˇ ㄌㄧˇ ㄌㄨㄣˋ	科學
重量	13	ㄓㄨㄥˋ ㄌㄧㄤˋ	科學
量子	12	ㄌㄧㄤˋ ㄗˇ	科學
量子化	11	ㄌㄧㄤˋ ㄗˇ ㄏㄨㄚˋ	科學
阻尼振動	9	ㄗㄨˇ ㄋㄧˊ ㄓㄣˋ ㄉㄨㄥˋ	科學
電勢能	13	ㄉㄧㄢˋ ㄕˋ ㄋㄥˊ	科學
電漿物理	13	ㄉㄧㄢˋ ㄐㄧㄤ ㄨˋ ㄌㄧˇ	科學
電阻率	10	ㄉㄧㄢˋ ㄗㄨˇ ㄌㄩˋ	科學
非保守力	12	ㄈㄟ ㄅㄠˇ ㄕㄡˇ ㄌㄧˋ	科學
馬克士威	10	ㄇㄚˇ ㄎㄜˋ ㄕˋ ㄨㄟ	科學
駐波	11	ㄓㄨˋ ㄅㄛ	科學
高基氏體	13	ㄍㄠ ㄐㄧ ㄕˋ ㄊㄧˇ	科學
高斯定律	9	ㄍㄠ ㄙ ㄉㄧㄥˋ ㄌㄩˋ	科學
