詞	詞頻	注音	分類
精準農業	15	ㄐㄧㄥ ㄓㄨㄣˇ ㄋㄨㄥˊ ㄧㄝˋ	農業食品
綜合	8	ㄗㄨㄥˋ ㄏㄜˊ	農業食品
網室栽培	10	ㄨㄤˇ ㄕˋ ㄗㄞ ㄆㄟˊ	農業食品
肥料學	10	ㄈㄟˊ ㄌㄧㄠˋ ㄒㄩㄝˊ	農業食品
膨鬆劑	11	ㄆㄥˊ ㄙㄨㄥ ㄐㄧˋ	農業食品
良好	10	ㄌㄧㄤˊ ㄏㄠˇ	農業食品
葉面施肥	10	ㄧㄝˋ ㄇㄧㄢˋ ㄕ ㄈㄟˊ	農業食品
葡萄球菌	16	ㄆㄨˊ ㄊㄠˊ ㄑㄧㄡˊ ㄐㄩㄣˋ	農業食品
衛生規範	16	ㄨㄟˋ ㄕㄥ ㄍㄨㄟ ㄈㄢˋ	農業食品
製造規範	15	ㄓˋ ㄗㄠˋ ㄍㄨㄟ ㄈㄢˋ	農業食品
設施農業	13	ㄕㄜˋ ㄕ ㄋㄨㄥˊ ㄧㄝˋ	農業食品
諾羅病毒	15	ㄋㄨㄛˋ ㄌㄨㄛˊ ㄅㄧㄥˋ ㄉㄨˊ	農業食品
農業科學	14	ㄋㄨㄥˊ ㄧㄝˋ ㄎㄜ ㄒㄩㄝˊ	農業食品
農藝學	12	ㄋㄨㄥˊ ㄧˋ ㄒㄩㄝˊ	農業食品
農藥殘留	18	ㄋㄨㄥˊ ㄧㄠˋ ㄘㄢˊ ㄌㄧㄡˊ	農業食品
過敏原	16	ㄍㄨㄛˋ ㄇㄧㄣˇ ㄩㄢˊ	農業食品
重要	10	ㄓㄨㄥˋ ㄧㄠˋ	農業食品
重金屬	16	ㄓㄨㄥˋ ㄐㄧㄣ ㄕㄨˇ	農業食品
金黃色	12	ㄐㄧㄣ ㄏㄨㄤˊ ㄙㄜˋ	農業食品
間作	9	ㄐㄧㄢ ㄗㄨㄛˋ	農業食品
限量	12	ㄒㄧㄢˋ ㄌㄧㄤˋ	農業食品
食品	22	ㄕˊ ㄆㄧㄣˇ	農業食品
食品中毒	17	ㄕˊ ㄆㄧㄣˇ ㄓㄨㄥˋ ㄉㄨˊ	農業食品
食品保存	16	ㄕˊ ㄆㄧㄣˇ ㄅㄠˇ ㄘㄨㄣˊ	農業食品
食品加工	20	ㄕˊ ㄆㄧㄣˇ ㄐㄧㄚ ㄍㄨㄥ	農業食品
食品包裝	15	ㄕˊ ㄆㄧㄣˇ ㄅㄠ ㄓㄨㄤ	農業食品
食品化學	14	ㄕˊ ㄆㄧㄣˇ ㄏㄨㄚˋ ㄒㄩㄝˊ	農業食品
食品召回	11	ㄕˊ ㄆㄧㄣˇ ㄓㄠˋ ㄏㄨㄟˊ	農業食品
食品工程	13	ㄕˊ ㄆㄧㄣˇ ㄍㄨㄥ ㄔㄥˊ	農業食品
食品科學	18	ㄕˊ ㄆㄧㄣˇ ㄎㄜ ㄒㄩㄝˊ	農業食品
食品追溯	12	ㄕˊ ㄆㄧㄣˇ ㄓㄨㄟ ㄙㄨˋ	農業食品
養液栽培	9	ㄧㄤˇ ㄧㄝˋ ㄗㄞ ㄆㄟˊ	農業食品
高溫	12	ㄍㄠ ㄨㄣ	農業食品
