詞	詞頻	注音	分類
公同共有	13	ㄍㄨㄥ ㄊㄨㄥˊ ㄍㄨㄥˋ ㄧㄡˇ	法律
公寓	12	ㄍㄨㄥ ㄩˋ	法律
共同正犯	12	ㄍㄨㄥˋ ㄊㄨㄥˊ ㄓㄥˋ ㄈㄢˋ	法律
再審之訴	10	ㄗㄞˋ ㄕㄣˇ ㄓ ㄙㄨˋ	法律
分別共有	12	ㄈㄣ ㄅㄧㄝˊ ㄍㄨㄥˋ ㄧㄡˇ	法律
分配	13	ㄈㄣ ㄆㄟˋ	法律
刑法總則	10	ㄒㄧㄥˊ ㄈㄚˇ ㄗㄨㄥˇ ㄗㄜˊ	法律
剩餘	11	ㄕㄥˋ ㄩˊ	法律
區分	12	ㄑㄩ ㄈㄣ	法律
協商程序	11	ㄒㄧㄝˊ ㄕㄤ ㄔㄥˊ ㄒㄩˋ	法律
即時強制	11	ㄐㄧˊ ㄕˊ ㄑㄧㄤˇ ㄓˋ	法律
原則	18	ㄩㄢˊ ㄗㄜˊ	法律
司法審查	11	ㄙ ㄈㄚˇ ㄕㄣˇ ㄔㄚˊ	法律
合夥契約	10	ㄏㄜˊ ㄏㄨㄛˇ ㄑㄧˋ ㄩㄝ	法律
合意管轄	9	ㄏㄜˊ ㄧˋ ㄍㄨㄢˇ ㄒㄧㄚˊ	法律
同時	15	ㄊㄨㄥˊ ㄕˊ	法律
善意取得	10	ㄕㄢˋ ㄧˋ ㄑㄩˇ ㄉㄜˊ	法律
國家	16	ㄍㄨㄛˊ ㄐㄧㄚ	法律
國家賠償	12	ㄍㄨㄛˊ ㄐㄧㄚ ㄆㄟˊ ㄔㄤˊ	法律
基本權	12	ㄐㄧ ㄅㄣˇ ㄑㄩㄢˊ	法律
大廈	12	ㄉㄚˋ ㄒㄧㄚˋ	法律
契約成立	11	ㄑㄧˋ ㄩㄝ ㄔㄥˊ ㄌㄧˋ	法律
契約終止	11	ㄑㄧˋ ㄩㄝ ㄓㄨㄥ ㄓˇ	法律
契約自由	11	ㄑㄧˋ ㄩㄝ ㄗˋ ㄧㄡˊ	法律
契約解除	11	ㄑㄧˋ ㄩㄝ ㄐㄧㄝˇ ㄔㄨˊ	法律
妨害公務罪	3	ㄈㄤˊ ㄏㄞˋ ㄍㄨㄥ ㄨˋ ㄗㄨㄟˋ	法律
妨害名譽罪	3	ㄈㄤˊ ㄏㄞˋ ㄇㄧㄥˊ ㄩˋ ㄗㄨㄟˋ	法律
妨害生命罪	3	ㄈㄤˊ ㄏㄞˋ ㄕㄥ ㄇㄧㄥˋ ㄗㄨㄟˋ	法律
妨害秘密罪	3	ㄈㄤˊ ㄏㄞˋ ㄇㄧˋ ㄇㄧˋ ㄗㄨㄟˋ	法律
妨害自由罪	3	ㄈㄤˊ ㄏㄞˋ ㄗˋ ㄧㄡˊ ㄗㄨㄟˋ	法律
委任契約	10	ㄨㄟˇ ㄖㄣˋ ㄑㄧˋ ㄩㄝ	法律
婚姻撤銷	11	ㄏㄨㄣ ㄧㄣ ㄔㄜˋ ㄒㄧㄠ	法律
婚姻無效	11	ㄏㄨㄣ ㄧㄣ ㄨˊ ㄒㄧㄠˋ	法律
客觀	14	ㄎㄜˋ ㄍㄨㄢ	法律
客觀歸責	11	ㄎㄜˋ ㄍㄨㄢ ㄍㄨㄟ ㄗㄜˊ	法律
宣告監護	11	ㄒㄩㄢ ㄍㄠˋ ㄐㄧㄢ ㄏㄨˋ	法律
宣告輔助	11	ㄒㄩㄢ ㄍㄠˋ ㄈㄨˇ ㄓㄨˋ	法律
寄託契約	10	ㄐㄧˋ ㄊㄨㄛ ㄑㄧˋ ㄩㄝ	法律
實質競合	11	ㄕˊ ㄓˊ ㄐㄧㄥˋ ㄏㄜˊ	法律
審判程序	10	ㄕㄣˇ ㄆㄢˋ ㄔㄥˊ ㄒㄩˋ	法律
專屬管轄	10	ㄓㄨㄢ ㄕㄨˇ ㄍㄨㄢˇ ㄒㄧㄚˊ	法律
居住	13	ㄐㄩ ㄓㄨˋ	法律
居間契約	10	ㄐㄩ ㄐㄧㄢ ㄑㄧˋ ㄩㄝ	法律
履行	13	ㄌㄩˇ ㄒㄧㄥˊ	法律
幫助犯	12	ㄅㄤ ㄓㄨˋ ㄈㄢˋ	法律
平等原則	11	ㄆㄧㄥˊ ㄉㄥˇ ㄩㄢˊ ㄗㄜˊ	法律
平等權	11	ㄆㄧㄥˊ ㄉㄥˇ ㄑㄩㄢˊ	法律
強盜罪	10	ㄑㄧㄤˊ ㄉㄠˋ ㄗㄨㄟˋ	法律
律師權	11	ㄌㄩˋ ㄕ ㄑㄩㄢˊ	法律
恐嚇取財罪	3	ㄎㄨㄥˇ ㄏㄜˋ ㄑㄩˇ ㄘㄞˊ ㄗㄨㄟˋ	法律
情事變更	10	ㄑㄧㄥˊ ㄕˋ ㄅㄧㄢˋ ㄍㄥ	法律
想像競合	11	ㄒㄧㄤˇ ㄒㄧㄤˋ ㄐㄧㄥˋ ㄏㄜˊ	法律
意思表示	12	ㄧˋ ㄙ ㄅㄧㄠˇ ㄕˋ	法律
憲法基本權	4	ㄒㄧㄢˋ ㄈㄚˇ ㄐㄧ ㄅㄣˇ ㄑㄩㄢˊ	法律
憲法法庭	11	ㄒㄧㄢˋ ㄈㄚˇ ㄈㄚˇ ㄊㄧㄥˊ	法律
憲法訴訟	11	ㄒㄧㄢˋ ㄈㄚˇ ㄙㄨˋ ㄙㄨㄥˋ	法律
應繼分	13	ㄧㄥ ㄐㄧˋ ㄈㄣ	法律
所有	15	ㄙㄨㄛˇ ㄧㄡˇ	法律
承攬契約	10	ㄔㄥˊ ㄌㄢˇ ㄑㄧˋ ㄩㄝ	法律
抗辯	13	ㄎㄤˋ ㄅㄧㄢˋ	法律
拋棄繼承	10	ㄆㄠ ㄑㄧˋ ㄐㄧˋ ㄔㄥˊ	法律
排除	13	ㄆㄞˊ ㄔㄨˊ	法律
損失補償	11	ㄙㄨㄣˇ ㄕ ㄅㄨˇ ㄔㄤˊ	法律
損益相抵	10	ㄙㄨㄣˇ ㄧˋ ㄒㄧㄤ ㄉㄧˇ	法律
撤銷權	11	ㄔㄜˋ ㄒㄧㄠ ㄑㄩㄢˊ	法律
撤銷訴訟	10	ㄔㄜˋ ㄒㄧㄠ ㄙㄨˋ ㄙㄨㄥˋ	法律
支付命令	11	ㄓ ㄈㄨˋ ㄇㄧㄥˋ ㄌㄧㄥˋ	法律
效力	12	ㄒㄧㄠˋ ㄌㄧˋ	法律
明確性	12	ㄇㄧㄥˊ ㄑㄩㄝˋ ㄒㄧㄥˋ	法律
時效取得	10	ㄕˊ ㄒㄧㄠˋ ㄑㄩˇ ㄉㄜˊ	法律
暫時	13	ㄓㄢˋ ㄕˊ	法律
有責性	14	ㄧㄡˇ ㄗㄜˊ ㄒㄧㄥˋ	法律
期待可能性	4	ㄑㄧˊ ㄉㄞˋ ㄎㄜˇ ㄋㄥˊ ㄒㄧㄥˋ	法律
未遂犯	10	ㄨㄟˋ ㄙㄨㄟˋ ㄈㄢˋ	法律
條件與期限	5	ㄊㄧㄠˊ ㄐㄧㄢˋ ㄩˇ ㄑㄧˊ ㄒㄧㄢˋ	法律
業務	14	ㄧㄝˋ ㄨˋ	法律
構成	15	ㄍㄡˋ ㄔㄥˊ	法律
權利	14	ㄑㄩㄢˊ ㄌㄧˋ	法律
權力分立	11	ㄑㄩㄢˊ ㄌㄧˋ ㄈㄣ ㄌㄧˋ	法律
正當	14	ㄓㄥˋ ㄉㄤ	法律
正當行為	12	ㄓㄥˋ ㄉㄤ ㄒㄧㄥˊ ㄨㄟˊ	法律
正當防衛	11	ㄓㄥˋ ㄉㄤ ㄈㄤˊ ㄨㄟˋ	法律
比例原則	11	ㄅㄧˇ ㄌㄧˋ ㄩㄢˊ ㄗㄜˊ	法律
民法總則	10	ㄇㄧㄣˊ ㄈㄚˇ ㄗㄨㄥˇ ㄗㄜˊ	法律
法定繼承	10	ㄈㄚˇ ㄉㄧㄥˋ ㄐㄧˋ ㄔㄥˊ	法律
法定財產制	4	ㄈㄚˇ ㄉㄧㄥˋ ㄘㄞˊ ㄔㄢˇ ㄓˋ	法律
洗錢罪	10	ㄒㄧˇ ㄑㄧㄢˊ ㄗㄨㄟˋ	法律
消滅時效	10	ㄒㄧㄠ ㄇㄧㄝˋ ㄕˊ ㄒㄧㄠˋ	法律
準備程序	12	ㄓㄨㄣˇ ㄅㄟˋ ㄔㄥˊ ㄒㄩˋ	法律
無因管理	14	ㄨˊ ㄧㄣ ㄍㄨㄢˇ ㄌㄧˇ	法律
無效行為	10	ㄨˊ ㄒㄧㄠˋ ㄒㄧㄥˊ ㄨㄟˊ	法律
無權代理	10	ㄨˊ ㄑㄩㄢˊ ㄉㄞˋ ㄌㄧˇ	法律
無罪推定	10	ㄨˊ ㄗㄨㄟˋ ㄊㄨㄟ ㄉㄧㄥˋ	法律
物權行為	13	ㄨˋ ㄑㄩㄢˊ ㄒㄧㄥˊ ㄨㄟˊ	法律
物權請求權	6	ㄨˋ ㄑㄩㄢˊ ㄑㄧㄥˇ ㄑㄧㄡˊ ㄑㄩㄢˊ	法律
特留分	12	ㄊㄜˋ ㄌㄧㄡˊ ㄈㄣ	法律
犯罪	14	ㄈㄢˋ ㄗㄨㄟˋ	法律
瑕疵	12	ㄒㄧㄚˊ ㄘ	法律
生存權	11	ㄕㄥ ㄘㄨㄣˊ ㄑㄩㄢˊ	法律
當事人適格	4	ㄉㄤ ㄕˋ ㄖㄣˊ ㄕˋ ㄍㄜˊ	法律
相鄰關係	11	ㄒㄧㄤ ㄌㄧㄣˊ ㄍㄨㄢ ㄒㄧˋ	法律
確認訴訟	11	ㄑㄩㄝˋ ㄖㄣˋ ㄙㄨˋ ㄙㄨㄥˋ	法律
程序	17	ㄔㄥˊ ㄒㄩˋ	法律
第三人	4	ㄉㄧˋ ㄙㄢ ㄖㄣˊ	法律
第三審	12	ㄉㄧˋ ㄙㄢ ㄕㄣˇ	法律
簡易判決	10	ㄐㄧㄢˇ ㄧˋ ㄆㄢˋ ㄐㄩㄝˊ	法律
組織犯罪	12	ㄗㄨˇ ㄓ ㄈㄢˋ ㄗㄨㄟˋ	法律
結婚要件	11	ㄐㄧㄝˊ ㄏㄨㄣ ㄧㄠˋ ㄐㄧㄢˋ	法律
結社自由	11	ㄐㄧㄝˊ ㄕㄜˋ ㄗˋ ㄧㄡˊ	法律
給付	16	ㄐㄧˇ ㄈㄨˋ	法律
給付不能	11	ㄐㄧˇ ㄈㄨˋ ㄅㄨˋ ㄋㄥˊ	法律
給付遲延	11	ㄐㄧˇ ㄈㄨˋ ㄔˊ ㄧㄢˊ	法律
緊急避難	11	ㄐㄧㄣˇ ㄐㄧˊ ㄅㄧˋ ㄋㄢˋ	法律
義務	14	ㄧˋ ㄨˋ	法律
聽證	12	ㄊㄧㄥ ㄓㄥˋ	法律
背信罪	10	ㄅㄟˋ ㄒㄧㄣˋ ㄗㄨㄟˋ	法律
自由	18	ㄗˋ ㄧㄡˊ	法律
自白法則	10	ㄗˋ ㄅㄛˊ ㄈㄚˇ ㄗㄜˊ	法律
舉證責任	10	ㄐㄩˇ ㄓㄥˋ ㄗㄜˊ ㄖㄣˋ	法律
行政作用	12	ㄒㄧㄥˊ ㄓㄥˋ ㄗㄨㄛˋ ㄩㄥˋ	法律
行政執行	12	ㄒㄧㄥˊ ㄓㄥˋ ㄓˊ ㄒㄧㄥˊ	法律
行政契約	12	ㄒㄧㄥˊ ㄓㄥˋ ㄑㄧˋ ㄩㄝ	法律
行政指導	12	ㄒㄧㄥˊ ㄓㄥˋ ㄓˇ ㄉㄠˇ	法律
行政程序	12	ㄒㄧㄥˊ ㄓㄥˋ ㄔㄥˊ ㄒㄩˋ	法律
行政組織	12	ㄒㄧㄥˊ ㄓㄥˋ ㄗㄨˇ ㄓ	法律
行政罰	12	ㄒㄧㄥˊ ㄓㄥˋ ㄈㄚˊ	法律
行政處分	11	ㄒㄧㄥˊ ㄓㄥˋ ㄔㄨˇ ㄈㄣˋ	法律
行政調查	12	ㄒㄧㄥˊ ㄓㄥˋ ㄉㄧㄠˋ ㄔㄚˊ	法律
行紀契約	13	ㄒㄧㄥˊ ㄐㄧˋ ㄑㄧˋ ㄩㄝ	法律
表見代理	13	ㄅㄧㄠˇ ㄐㄧㄢˋ ㄉㄞˋ ㄌㄧˇ	法律
裁量	11	ㄘㄞˊ ㄌㄧㄤˋ	法律
要件	15	ㄧㄠˋ ㄐㄧㄢˋ	法律
親權	12	ㄑㄧㄣ ㄑㄩㄢˊ	法律
訴之利益	12	ㄙㄨˋ ㄓ ㄌㄧˋ ㄧˋ	法律
訴訟	17	ㄙㄨˋ ㄙㄨㄥˋ	法律
訴訟標的	11	ㄙㄨˋ ㄙㄨㄥˋ ㄅㄧㄠ ㄉㄧˋ	法律
訴訟權	11	ㄙㄨˋ ㄙㄨㄥˋ ㄑㄩㄢˊ	法律
誠信原則	10	ㄔㄥˊ ㄒㄧㄣˋ ㄩㄢˊ ㄗㄜˊ	法律
課予	12	ㄎㄜˋ ㄩˇ	法律
證據	15	ㄓㄥˋ ㄐㄩˋ	法律
證據保全	11	ㄓㄥˋ ㄐㄩˋ ㄅㄠˇ ㄑㄩㄢˊ	法律
證據能力	11	ㄓㄥˋ ㄐㄩˋ ㄋㄥˊ ㄌㄧˋ	法律
證明力	11	ㄓㄥˋ ㄇㄧㄥˊ ㄌㄧˋ	法律
財產	15	ㄘㄞˊ ㄔㄢˇ	法律
責任能力	12	ㄗㄜˊ ㄖㄣˋ ㄋㄥˊ ㄌㄧˋ	法律
買賣契約	11	ㄇㄞˇ ㄇㄞˋ ㄑㄧˋ ㄩㄝ	法律
資訊自決權	5	ㄗ ㄒㄩㄣˋ ㄗˋ ㄐㄩㄝˊ ㄑㄩㄢˊ	法律
質權	12	ㄓˋ ㄑㄩㄢˊ	法律
贓物罪	10	ㄗㄤ ㄨˋ ㄗㄨㄟˋ	法律
農育權	12	ㄋㄨㄥˊ ㄩˋ ㄑㄩㄢˊ	法律
連帶債務	10	ㄌㄧㄢˊ ㄉㄞˋ ㄓㄞˋ ㄨˋ	法律
過失相抵	10	ㄍㄨㄛˋ ㄕ ㄒㄧㄤ ㄉㄧˇ	法律
違憲審查	10	ㄨㄟˊ ㄒㄧㄢˋ ㄕㄣˇ ㄔㄚˊ	法律
違法	14	ㄨㄟˊ ㄈㄚˇ	法律
違法性	11	ㄨㄟˊ ㄈㄚˇ ㄒㄧㄥˋ	法律
遷徙	11	ㄑㄧㄢ ㄒㄧˇ	法律
遺產分割	10	ㄧˊ ㄔㄢˇ ㄈㄣ ㄍㄜ	法律
遺產管理人	3	ㄧˊ ㄔㄢˇ ㄍㄨㄢˇ ㄌㄧˇ ㄖㄣˊ	法律
限定繼承	10	ㄒㄧㄢˋ ㄉㄧㄥˋ ㄐㄧˋ ㄔㄥˊ	法律
除斥期間	12	ㄔㄨˊ ㄔˋ ㄑㄧˊ ㄐㄧㄢ	法律
陳述意見	10	ㄔㄣˊ ㄕㄨˋ ㄧˋ ㄐㄧㄢˋ	法律
預備犯	10	ㄩˋ ㄅㄟˋ ㄈㄢˋ	法律
